question_id,question,choice_A,choice_B,choice_C,choice_D,choice_E,choice_F,choice_G,choice_H,choice_I,choice_J,answer,answer_index,category,src,cot_content,split,loss,zlib,mink_0.1,mink_0.2,mink_0.3,mink_0.4,mink_0.5,mink_0.6,mink_0.7,mink_0.8,mink_0.9,mink_1.0,minkpp_0.1,minkpp_0.2,minkpp_0.3,minkpp_0.4,minkpp_0.5,minkpp_0.6,minkpp_0.7,minkpp_0.8,minkpp_0.9,minkpp_1.0
6807,"Which of the following statements concerning transamination is correct?
",Transaminases require a coenzyme derived from vitamin C.,Transamination is an irreversible reaction in amino acid catabolism.,Only non-essential (dispensable) amino acids undergo transamination.,Transaminases require a coenzyme derived from vitamin B12.,Transamination is a process by which proteins are synthesized.,Transamination is involved in the creation of essential amino acids only.,Transaminases require a coenzyme derived from vitamin D.,Transaminases require a coenzyme derived from vitamin B6.,Transamination does not involve enzymes.,Transamination only occurs in the liver.,H,7,health,ori_mmlu-nutrition,,test,-2.230236053466797,-0.032322261644446335,-8.0,-6.359375,-5.677083492279053,-4.71484375,-4.131249904632568,-3.7161457538604736,-3.400669574737549,-3.05615234375,-2.72216796875,-2.2300026416778564,-1.7421875,-1.17578125,-0.8639323115348816,-0.703369140625,-0.544628918170929,-0.4320475161075592,-0.33935546875,-0.24200439453125,-0.1578233540058136,0.06050248444080353
629, The train operator understands customer desire for a comfortable seat but fails to specify how many should be provided relative to the anticipated number of travellers on each route. This is an example of:,GAP 5-the gap between perceived service and expected service.,GAP1-the gap between the customer's expectations and management perception.,GAP 10-the gap between management perception and customer satisfaction.,GAP 7-the gap between customer expectations and perceived service.,GAP 8-the gap between service delivery and customer satisfaction.,GAP 4-the gap between service delivery and external communications.,GAP 6-the gap between service design and service standards.,GAP 9-the gap between customer perception and service expectation.,GAP 2-the gap between management perception and service-quality specification.,GAP 3-the gap between service-quality specifications and service delivery.,I,8,business,ori_mmlu-marketing,,test,-3.426163911819458,-0.02299438866992925,-9.333333015441895,-8.25,-7.753125190734863,-6.5714287757873535,-5.920036792755127,-5.226190567016602,-4.7841796875,-4.251743793487549,-3.8658013343811035,-3.425609827041626,-2.3020832538604736,-1.8292410373687744,-1.5021483898162842,-1.1865234375,-0.9792911410331726,-0.7546270489692688,-0.6068318486213684,-0.4385288655757904,-0.3329605460166931,-0.18173828721046448
8567,A store has 3 boxes of shirts. Each box has 4 packages with 7 shirts in each package. The expression 3 × (4 × 7) can be used to find the total number of shirts. Which expression can also be used to find the total number of shirts?,14 × 3,21 × 4,12 × 7,7 × 12,14 × 4,4 × 21,12 × 3,28 × 4,28 × 7,21 × 3,C,2,math,ori_mmlu-elementary_mathematics,,test,-1.3891713619232178,-0.00971448504841411,-6.793749809265137,-4.8053975105285645,-3.8079044818878174,-3.17289400100708,-2.6875,-2.3308823108673096,-2.004382371902466,-1.7496709823608398,-1.549607515335083,-1.3896710872650146,-2.4781250953674316,-1.26806640625,-0.8021671175956726,-0.56605064868927,-0.4140498638153076,-0.3158784806728363,-0.21507874131202698,-0.12787926197052002,-0.056107740849256516,0.016574202105402946
9510,A solid has a volume of 2.5 liters when the external pressure is 1 atm. The bulk modulus of the material is 2 × 10^12 dynes/cm^2. What is the change in volume when the body is subjected to a pressure of 16atm? What additional energy per unit volume is now stored in the material?,"19 x 10^-3 cm³, 68 ergs/cm³","25 x 10^-3 cm³, 80 ergs/cm³","30 x 10^-3 cm³, 85 ergs/cm³","18.99 x 10^-3 cm3, 65.4 ergs/cm^3","20 x 10^-3 cm3, 70 ergs/cm^3","12 x 10^-3 cm³, 50 ergs/cm³","22 x 10^-3 cm3, 75 ergs/cm^3","14 x 10^-3 cm³, 58 ergs/cm³","17 x 10^-3 cm³, 55 ergs/cm³","15 x 10^-3 cm3, 60 ergs/cm^3",D,3,physics,stemez-Physics,,test,-1.7575976848602295,-0.009202082119687066,-7.3035712242126465,-5.844791889190674,-4.73046875,-3.890104055404663,-3.3527238368988037,-2.8507378101348877,-2.504469633102417,-2.1875650882720947,-1.9664944410324097,-1.7574641704559326,-3.6395089626312256,-2.288541555404663,-1.5991599559783936,-1.158227562904358,-0.9012154340744019,-0.6861816644668579,-0.5393489003181458,-0.40005290508270264,-0.29284122586250305,-0.17816731333732605
12214,"Consider a lap-wound armature 4 feet in diameter, having 12 poles. The winding consists of 240 coils of 4 turns each and the length of the pole face is 10 inches. Sixty percent of the conductors lie under the pole face where the flux density is 60,000 lines per square inch, and 15 percent lie in the pole fringe where the average density is 35,000 lines per square inch. What horsepower is the motor developing if the current flowing into the armature is 480 amperes and the machine is rotating at 200r.p.m. ?",175,180,240,250,220,200,230,196.5,205.7,213.4,J,9,engineering,stemez-ElectricalMachines,,test,-1.82502019405365,-0.006314948768351729,-7.82932710647583,-5.709490776062012,-4.625761985778809,-3.9275567531585693,-3.3987772464752197,-2.9868521690368652,-2.6007282733917236,-2.285191774368286,-2.0310723781585693,-1.8252314329147339,-3.573317289352417,-2.1251447200775146,-1.5018638372421265,-1.1147927045822144,-0.861301600933075,-0.6873228549957275,-0.5373649597167969,-0.41300714015960693,-0.30669674277305603,-0.19652347266674042
6550,"A 49-year-old man, who is recovering in the hospital 2 days after uncomplicated left femoral-popliteal bypass grafting for claudication, has now developed increasing pain in his left foot. Until now, the patient's postoperative course had been unremarkable and he has been treated with low-dose morphine for pain control. Medical history is remarkable for type 2 diabetes mellitus controlled with metformin and diet. Vital signs now are temperature 36.8°C (98.2°F), pulse 80/min and regular, respirations 20/min, and blood pressure 150/92 mm Hg. The surgical incision appears clean and well approximated without abnormal erythema or swelling. The left lower extremity and foot appear pale. Palpation of the left lower extremity discloses a strong femoral pulse, a weak popliteal pulse, and a cool, pulseless foot. Which of the following is the most appropriate management?",Intraoperative angiography,Intravenous heparin therapy,Immediate surgical exploration,Initiate antibiotic therapy,Computed Tomography (CT) of the lower extremity,Intra-arterial tissue plasminogen activator (tPA) therapy,Doppler ultrasonography of the left lower extremity,Magnetic Resonance Imaging (MRI) of the left lower extremity,Bedside compartment pressure measurements,Pain management and observation,C,2,health,ori_mmlu-professional_medicine,,test,-1.8885436058044434,-0.0037103017795765097,-7.162499904632568,-5.9447407722473145,-4.86794376373291,-4.101468563079834,-3.529672384262085,-3.0758254528045654,-2.6877896785736084,-2.363522529602051,-2.1007516384124756,-1.8889254331588745,-2.798828125,-1.824313998222351,-1.2839473485946655,-0.9488098621368408,-0.733109712600708,-0.5770480036735535,-0.440256267786026,-0.32455554604530334,-0.22193166613578796,-0.11685533076524734
3409,Explain the mechanism of the genetic determination of sex in humans.,The presence of two X chromosomes in the absence of a Y chromosome has no impact on the sex of an individual.,The number of autosomes determines the sex of an individual.,"The sex of an individual is determined by the number of X chromosomes, irrespective of the Y chromosome.",The combination of two Y chromosomes determines that an individual will be female.,The presence of an X chromosome and an additional chromosome other than Y determines that an individual will be male.,Environmental factors determine the genetic sex of an individual.,The presence of the X chromosome determines that an individual will be male.,The presence of the Y chromosome determines that an individual will be male.,The process of meiosis determines the sex of an individual.,The total number of chromosomes in an individual dictates their sex.,H,7,biology,stemez-Genetics,,test,-2.2584028244018555,-0.03273047571596892,-8.3125,-7.59375,-6.03125,-5.19921875,-4.011067867279053,-3.5552456378936768,-3.20556640625,-2.921441078186035,-2.664843797683716,-2.254638671875,-1.6171875,-0.7930908203125,-0.457763671875,-0.25592041015625,-0.02738443948328495,0.0540945865213871,0.116668701171875,0.1761881560087204,0.2308349609375,0.32452392578125
801,"Assume that the following charges (flat rates) are made on $500 for a year and that the loan in each case is to be repaid in 12 equal monthly installments: (a) 3% , (b) 5%. What is the monthly payment and the true annual interest rate that the borrower is paying in each case? (Record interest rate correct to the nearest tenth of 1%.)",Monthly payments: $43.92 at 3% and $42.75 at 5%; True annual interest rates: 5.2% at 3% and 9.5% at 5%,Monthly payments: $42.92 at 3% and $43.75 at 5%; True annual interest rates: 5.5% at 3% and 9.2% at 5%,Monthly payments: $41.67 at 3% and $44.17 at 5%; True annual interest rates: 6.8% at 3% and 10.9% at 5%,Monthly payments: $42.50 at 3% and $43.33 at 5%; True annual interest rates: 4.8% at 3% and 8.7% at 5%,Monthly payments: $41.92 at 3% and $44.75 at 5%; True annual interest rates: 6.5% at 3% and 10.2% at 5%,Monthly payments: $41.25 at 3% and $45.42 at 5%; True annual interest rates: 3.8% at 3% and 7.9% at 5%,Monthly payments: $45.00 at 3% and $40.00 at 5%; True annual interest rates: 7.5% at 3% and 12.0% at 5%,Monthly payments: $43.75 at 3% and $42.92 at 5%; True annual interest rates: 5.0% at 3% and 8.5% at 5%,Monthly payments: $44.17 at 3% and $41.67 at 5%; True annual interest rates: 6.2% at 3% and 11.1% at 5%,Monthly payments: $42.92 at 3% and $43.75 at 5%; True annual interest rates: 4.5% at 3% and 8.2% at 5%,B,1,business,stemez-Business,,test,-2.3158633708953857,-0.010923883824978234,-8.4375,-6.685661792755127,-5.528244972229004,-4.792738914489746,-4.180777549743652,-3.654071569442749,-3.2659504413604736,-2.8961446285247803,-2.5824568271636963,-2.316964626312256,-2.421875,-1.6546415090560913,-1.178241491317749,-0.8898566961288452,-0.6684059500694275,-0.49869009852409363,-0.36859130859375,-0.2460123747587204,-0.1378987580537796,-0.027144508436322212
8599,"The numbers $x$ and $y$ are inversely proportional. When the sum of $x$ and $y$ is 42, $x$ is twice $y$. What is the value of $y$ when $x=-8$?",-28,-56,-40,-7,40,-49,49,-14,56,14,F,5,math,ori_mmlu-high_school_mathematics,,test,-1.3011847734451294,-0.011413901521448503,-6.215624809265137,-4.6171875,-3.832291603088379,-3.169140577316284,-2.545222282409668,-2.1578567028045654,-1.8707275390625,-1.6479581594467163,-1.4699335098266602,-1.3007538318634033,-3.28125,-2.065234422683716,-1.4570088386535645,-1.0771926641464233,-0.804345965385437,-0.6404330134391785,-0.5135608315467834,-0.40872490406036377,-0.3202255964279175,-0.22220376133918762
724,A desk valued at $125 can be purchased on the installment plan with a down payment of $16.25 and 16 monthly payments of $7.50. Calculate the interest rate involved.,16.3%,17.8%,19.9%,14.6%,11.7%,13.5%,15.2%,20.6%,18.5%,12.4%,D,3,business,stemez-Business,,test,-1.8558825254440308,-0.014729226392412942,-8.296875,-5.857421875,-4.604567527770996,-3.950827121734619,-3.3323862552642822,-2.969050407409668,-2.6636719703674316,-2.317829132080078,-2.0893428325653076,-1.856797695159912,-2.126953125,-1.57080078125,-1.0645657777786255,-0.7851275205612183,-0.5519575476646423,-0.4220440089702606,-0.3138183653354645,-0.19554966688156128,-0.10267678648233414,0.0045166015625
