question,loss,zlib,mink_0.1,mink_0.2,mink_0.3,mink_0.4,mink_0.5,mink_0.6,mink_0.7,mink_0.8,mink_0.9,mink_1.0,minkpp_0.1,minkpp_0.2,minkpp_0.3,minkpp_0.4,minkpp_0.5,minkpp_0.6,minkpp_0.7,minkpp_0.8,minkpp_0.9,minkpp_1.0
 Как взаимосвязь между стохастической изменчивостью пополнения грунтовых вод и нелинейной динамикой ненасыщенного потока влияет на формирующиеся законы масштабирования спектра речного стока в влажных и засушливых водосборных бассейнах?,-2.7221975326538086,-0.011342489719390869,-11.350000381469727,-9.758522987365723,-8.04963207244873,-6.4303669929504395,-5.365167140960693,-4.548828125,-3.9102277755737305,-3.4157896041870117,-3.0303735733032227,-2.722438335418701,-2.637500047683716,-1.9307528734207153,-1.321159839630127,-0.9693895578384399,-0.749934732913971,-0.5979509353637695,-0.48098233342170715,-0.382055401802063,-0.2803206443786621,-0.17011325061321259
 Как взаимодействие эпигенетического наследования с колеблющимися селективными давлениями влияет на скорость и направление адаптивной фенотипической диверсификации в быстро меняющихся микросредах обитания на протяжении нескольких поколений?,-2.542894124984741,-0.010595392187436421,-9.03125,-7.971875190734863,-6.48828125,-5.610118865966797,-4.782407283782959,-4.1807861328125,-3.6731419563293457,-3.189180612564087,-2.8611488342285156,-2.543631076812744,-3.6781249046325684,-2.5484375953674316,-1.8740234375,-1.449268102645874,-1.1129399538040161,-0.9225330352783203,-0.7682264447212219,-0.6140207648277283,-0.5054638981819153,-0.37157413363456726
" Каковы механистические последствия включения явной поляризуемости растворителя и квантово-выведенных путей переноса заряда в гибридные QM/MM-моделирования молекулярной динамики для прогнозирования частоты каталитического оборота металлоферментов, подвергающихся крупномасштабной конформационной модификации?",-2.606520175933838,-0.008545967789947009,-8.94921875,-7.943359375,-6.743750095367432,-5.794981002807617,-4.925223350524902,-4.32492208480835,-3.765641927719116,-3.2656030654907227,-2.9185497760772705,-2.6060426235198975,-2.3203125,-1.67236328125,-1.2453906536102295,-0.9721328020095825,-0.7541692852973938,-0.6170569062232971,-0.510410726070404,-0.40549662709236145,-0.3138061463832855,-0.2053142786026001
"Учитывая нелинейные обратные связи между выбросами углерода из арктической вечной мерзлоты, скоростью окисления метана и радиационным воздействием атмосферы, как можно откалибровать интегрированные модели земной системы для прогнозирования пороговой температуры, при которой оттаивание вечной мерзлоты ускоряет глобальное потепление более чем на 2 °C?",-2.0451056957244873,-0.0062926329099214995,-8.315972328186035,-6.934027671813965,-5.74305534362793,-4.778862953186035,-4.030295372009277,-3.416069984436035,-2.945366859436035,-2.5828959941864014,-2.296430826187134,-2.0441579818725586,-1.9453125,-1.3516709804534912,-0.930908203125,-0.6879103183746338,-0.5326632857322693,-0.41075530648231506,-0.3140055239200592,-0.2311350554227829,-0.15115168690681458,-0.043968115001916885
" Как взаимодействие эпигенетического наследования с колеблющимися селективными давлениями влияет на скорость закрепления адаптивных признаков в популяциях, размножающихся половым путем и периодически испытывающих экстремальные условия окружающей среды?",-2.413466453552246,-0.009390920052732475,-9.887499809265137,-7.949999809265137,-6.511458396911621,-5.501953125,-4.669374942779541,-4.013020992279053,-3.4935824871063232,-3.0755248069763184,-2.7373087406158447,-2.4157073497772217,-1.7390625476837158,-1.4523437023162842,-1.0585530996322632,-0.772552490234375,-0.5938427448272705,-0.4644002318382263,-0.3551443815231323,-0.2657318115234375,-0.18664008378982544,-0.08111931383609772
" Каковы механизмы, посредством которых гетерогенная химия поверхности аэрозолей модулирует гетерогенные скорости образования зародышей льда в условиях смешанной облачности, и как эти механизмы влияют на радиационное воздействие на атмосферу?",-2.199392557144165,-0.009050998177548003,-7.104166507720947,-6.4453125,-5.58506965637207,-4.797525882720947,-4.1541666984558105,-3.579644203186035,-3.122256278991699,-2.7454631328582764,-2.442378282546997,-2.1984050273895264,-1.3736978769302368,-0.9082844853401184,-0.6058366298675537,-0.4372469484806061,-0.3247487246990204,-0.23614586889743805,-0.1559542715549469,-0.08047040551900864,-0.005195335019379854,0.08191274106502533
" Каким образом эпигенетические модификации, вставки транспозабельных элементов и трехмерная архитектура хроматина совместно эволюционируют для модуляции генных регуляторных сетей во время быстрых адаптивных радиаций в полиплоидных линиях позвоночных?",-2.9775166511535645,-0.011676535886876723,-10.270833015441895,-8.841145515441895,-7.52430534362793,-6.431640625,-5.5158772468566895,-4.82960319519043,-4.248864650726318,-3.7609713077545166,-3.354043960571289,-2.975687026977539,-3.8997395038604736,-2.6197917461395264,-2.01171875,-1.5729166269302368,-1.2135030031204224,-0.9955774545669556,-0.8203905820846558,-0.6686750054359436,-0.5391590595245361,-0.38774946331977844
Как можно интегрировать мультиомиксные данные о временных возмущениях со стохастическими дифференциальными уравнениями для вывода причинно-следственной динамики регуляторных сетей и прогнозирования возникающих фенотипических бифуркаций при различных стрессовых факторах окружающей среды?,-2.346303939819336,-0.008439942229565957,-8.15625,-7.285714149475098,-6.34375,-5.592075824737549,-4.699888229370117,-3.952578544616699,-3.396883010864258,-2.973745107650757,-2.643789291381836,-2.346017599105835,-1.9397321939468384,-1.4840959310531616,-1.1905691623687744,-0.9165061116218567,-0.7248970866203308,-0.5925133228302002,-0.4919446110725403,-0.40162548422813416,-0.316325843334198,-0.22115443646907806
 Каким образом взаимодействие между разнообразием функциональных признаков растений и модульностью микробной сети почвы влияет на устойчивость экосистемы к одновременной засухе и выпадению азота в умеренных луговых экосистемах?,-2.6918892860412598,-0.01185854311031392,-8.912500381469727,-7.731249809265137,-6.808333396911621,-5.901562690734863,-4.956730842590332,-4.361139297485352,-3.8557400703430176,-3.4099180698394775,-3.040740966796875,-2.690054178237915,-2.1234374046325684,-1.549218773841858,-1.2225260734558105,-0.980517566204071,-0.7481689453125,-0.6168173551559448,-0.5077650547027588,-0.404398113489151,-0.30167821049690247,-0.16087459027767181
 Каким образом взаимодействие между эпигенетическими паттернами метилирования ДНК и трехмерным петлеобразованием хроматина влияет на аллель-специфическую экспрессию импринтированных генов на ранних стадиях эмбриогенеза у млекопитающих?,-1.6993961334228516,-0.0069933997260199655,-9.03125,-6.856026649475098,-5.194940567016602,-4.09375,-3.349609375,-2.821521520614624,-2.4268698692321777,-2.1244709491729736,-1.8887920379638672,-1.7000139951705933,-2.7645089626312256,-1.7830897569656372,-1.1773914098739624,-0.8686305284500122,-0.6769077777862549,-0.5284685492515564,-0.40498197078704834,-0.3011714518070221,-0.208928182721138,-0.10589250922203064
" В морской биогеохимии, как взаимосвязь потоков питательных веществ, вызванных мезомасштабными вихрями, с сетями экспрессии микробных генов влияет на эффективность секвестрации углерода в олиготрофных круговоротах в условиях прогнозируемых сценариев изменения климата?",-2.4052929878234863,-0.008778441561399584,-9.1015625,-7.71875,-6.379557132720947,-5.4365234375,-4.631640434265137,-3.9549152851104736,-3.425449848175049,-3.004426956176758,-2.67246413230896,-2.4056715965270996,-1.7373046875,-1.322998046875,-1.0415853261947632,-0.7866649627685547,-0.6093368530273438,-0.4810880124568939,-0.37268829345703125,-0.27178096771240234,-0.18393877148628235,-0.077458955347538
Как включение явно коррелированных сил связанных кластеров (CCSD-F12) в расчеты молекулярной динамики ab initio влияет на прогнозируемый ландшафт свободной энергии и константы скорости реакции протон-сопряженного переноса электронов в водной среде?,-2.890371799468994,-0.010705080738774053,-10.578125,-8.734375,-7.129934310913086,-6.180624961853027,-5.3564453125,-4.7430100440979,-4.177290439605713,-3.624286651611328,-3.245182514190674,-2.8907582759857178,-2.36328125,-1.82421875,-1.41015625,-1.1208300590515137,-0.8633575439453125,-0.7051551938056946,-0.5701571106910706,-0.43376609683036804,-0.32543516159057617,-0.1976165771484375
" Каким образом адаптивное уточнение сетки в сочетании с уравнениями реакции-диффузии-адвекции может прояснить пространственно-временную эволюцию формирования паттернов, обусловленных генами, в эмбриональных тканях, подверженных механической обратной связи и стохастическому шуму экспрессии генов?",-2.2775356769561768,-0.007991353252477813,-9.169642448425293,-7.389583110809326,-6.28532600402832,-5.252016067504883,-4.452824592590332,-3.792553186416626,-3.2651543617248535,-2.853868246078491,-2.5331575870513916,-2.276872158050537,-2.3783481121063232,-1.4276692867279053,-0.93077552318573,-0.6731705069541931,-0.5149645805358887,-0.3987829387187958,-0.2970636487007141,-0.2064829021692276,-0.11923174560070038,-0.014940478838980198
" Как пространственная неоднородность диффузии питательных веществ в сочетании с петлями обратной связи, основанными на механизме кворумного зондирования, влияет на эволюцию сетей метаболического перекрестного питания среди искусственно созданных микробных консорциумов в микрофлюидных хемостатных системах?",-2.5064871311187744,-0.008672965851622057,-9.129464149475098,-7.762499809265137,-6.6691575050354,-5.666834831237793,-4.835136413574219,-4.15649938583374,-3.5821022987365723,-3.139570951461792,-2.7884554862976074,-2.5064549446105957,-2.0435268878936768,-1.48828125,-1.11892831325531,-0.8156186938285828,-0.6247621178627014,-0.4847801625728607,-0.3692737817764282,-0.2705775797367096,-0.1773698776960373,-0.0717897042632103
"Каковы основные нелинейные динамические процессы и механизмы энергетического каскада, связывающие субмезомасштабную турбулентность с формированием термохалинных лестничных структур в Южном океане, и как они влияют на чувствительность меридиональной опрокидывающей циркуляции к увеличению притока пресной воды?",-2.1305222511291504,-0.006962491016761929,-8.74609375,-7.34375,-6.072716236114502,-4.990848064422607,-4.179066181182861,-3.5585567951202393,-3.054309368133545,-2.6695101261138916,-2.369900941848755,-2.1303815841674805,-2.05859375,-1.5183823108673096,-1.115253210067749,-0.8222063183784485,-0.6392183899879456,-0.5108458399772644,-0.40761443972587585,-0.31336137652397156,-0.218708798289299,-0.10802125185728073
" Как в многофазном каталитическом реакторе, работающем в условиях кратковременных скачков температуры, взаимосвязанные ограничения массопереноса и динамика реконструкции поверхности перовскитных оксидов влияют на селективность в отношении реакций C-C-связывания по сравнению с реакциями окисления CO?",-2.5259883403778076,-0.008621120615623918,-8.441964149475098,-7.191666603088379,-6.231534004211426,-5.4197916984558105,-4.76414680480957,-4.109288215637207,-3.622032642364502,-3.152986764907837,-2.826773166656494,-2.5262680053710938,-4.8292412757873535,-2.7604167461395264,-2.0008432865142822,-1.4511189460754395,-1.149344801902771,-0.9124430418014526,-0.7489365935325623,-0.5923726558685303,-0.4727054536342621,-0.33624187111854553
" Как в неравновесной квантовой многочастичной системе возникновение топологически защищенных возбуждений зависит от взаимодействия сильной спин-орбитальной связи, электрон-фононных взаимодействий и периодически изменяющихся во времени управляющих полей?",-2.4887590408325195,-0.010635722396720169,-8.712499618530273,-7.485795497894287,-6.55078125,-5.562144756317139,-4.787905216217041,-4.0523200035095215,-3.5780222415924072,-3.1041371822357178,-2.792268753051758,-2.488337516784668,-2.167187452316284,-1.579545497894287,-1.23651123046875,-0.8958213329315186,-0.7082993984222412,-0.5412542223930359,-0.43205341696739197,-0.3213348388671875,-0.2371664196252823,-0.13814032077789307
"Каким образом анизотропные конвективные процессы в мантии влияют на временную эволюцию частоты геомагнитных инверсий Земли, и как можно подтвердить результаты сопряженных магнитогидродинамических и термоупругих моделирований на основе палеомагнитных данных?",-2.3853070735931396,-0.009209679820822932,-8.276785850524902,-7.0870537757873535,-6.336309432983398,-5.4757256507873535,-4.576822757720947,-3.937091112136841,-3.42529296875,-3.0106682777404785,-2.6824169158935547,-2.38464093208313,-2.3482143878936768,-1.6381138563156128,-1.2642298936843872,-0.9584372639656067,-0.7298058271408081,-0.5904470086097717,-0.47075316309928894,-0.3599671423435211,-0.25983524322509766,-0.14415910840034485
" В контексте термохалинных циркуляционных моделей, учитывающих стохастическое атмосферное воздействие, как структура бифуркации Атлантического меридионального опрокидывающего течения реагирует на нелинейные обратные связи, обусловленные альбедо морского льда и изменчивостью потока пресной воды?",-2.4880123138427734,-0.008579352806354391,-8.892857551574707,-7.693749904632568,-6.796875,-5.70388126373291,-4.789863586425781,-4.1677141189575195,-3.5825467109680176,-3.126258134841919,-2.7708778381347656,-2.486934185028076,-3.8292410373687744,-2.3408854007720947,-1.6522588729858398,-1.2335755825042725,-0.9629000425338745,-0.794377863407135,-0.6443029046058655,-0.5133785009384155,-0.3916207551956177,-0.2588062882423401
" Какие взаимосвязанные динамические и термохимические процессы регулируют зарождение мантийных плюмов под экзопланетами с неподвижной литосферной плитой, и как изменения теплового потока между ядром и мантией, а также содержания летучих веществ влияют на тектонику поверхности и эволюцию атмосферы?",-2.7018790245056152,-0.00934906236853154,-9.53125,-7.995535850524902,-6.893465995788574,-5.967672348022461,-5.153927326202393,-4.484730243682861,-3.914158344268799,-3.38914155960083,-3.031036376953125,-2.703688621520996,-3.1941964626312256,-2.2606027126312256,-1.703568935394287,-1.3556876182556152,-1.0585277080535889,-0.875244140625,-0.7354281544685364,-0.6019101142883301,-0.48447856307029724,-0.3431561589241028
"Как изменения плотности растворителя, температурных градиентов и коэффициентов диффузии в порах в системе экстракции лигноцеллюлозной биомассы под высоким давлением сверхкритического CO₂ синергетически влияют на селективность и выход целевых фенольных мономеров?",-2.427365779876709,-0.008990243629172997,-8.729166984558105,-7.479166507720947,-6.467013835906982,-5.600260257720947,-4.630670547485352,-3.983741521835327,-3.4824674129486084,-3.0698442459106445,-2.7367148399353027,-2.4279794692993164,-1.9348958730697632,-1.4983724355697632,-1.1148545742034912,-0.8309733271598816,-0.6234878897666931,-0.4914220869541168,-0.37965571880340576,-0.27576929330825806,-0.18091264367103577,-0.06743006408214569
" Как нелинейная взаимосвязь между вызванными аэрозолями микрофизическими изменениями облаков и обратной связью поглощения углерода океаном изменяет прогнозируемую переходную климатическую чувствительность в условиях сценариев с высокими выбросами, учитывая стохастическую изменчивость морских биогеохимических циклов?",-2.505829095840454,-0.008380699317192155,-8.87890625,-7.545955657958984,-6.601250171661377,-5.606617450714111,-4.769440174102783,-4.160233020782471,-3.5869548320770264,-3.1695735454559326,-2.7998769283294678,-2.5070040225982666,-1.912109375,-1.3350183963775635,-0.9661767482757568,-0.7044615149497986,-0.5433328151702881,-0.43896543979644775,-0.33723196387290955,-0.2515442669391632,-0.1638282686471939,-0.06401629745960236
" Какие новые алгоритмы, основанные на теории графов и используемые в мультиомиксных исследованиях отдельных клеток, могут помочь выявить причинно-следственные регуляторные сети, отражающие стохастические всплески экспрессии генов с учетом пространственной архитектуры тканей и петель обратной связи межклеточной сигнализации?",-2.726100206375122,-0.008793871633468136,-10.5625,-8.662946701049805,-7.33779764175415,-6.2511162757873535,-5.356249809265137,-4.578078269958496,-3.9435935020446777,-3.455134868621826,-3.073164701461792,-2.727414608001709,-3.8917410373687744,-2.385044574737549,-1.7157738208770752,-1.3055419921875,-1.0290876626968384,-0.8361351490020752,-0.6910973191261292,-0.5688563585281372,-0.4513346254825592,-0.30326393246650696
"Каким образом одновременное получение высокоразрешенных вертикальных профилей следовых газов, микрофизики аэрозолей и изотопного состава с помощью спутниковой спектроскопии с края атмосферы может ограничить взаимосвязанные обратные связи фотохимии и динамики, которые определяют восстановление стратосферного озона при различных амплитудах солнечного цикла?",-2.8344130516052246,-0.008694518563206211,-10.421875,-8.420955657958984,-7.223557472229004,-6.207589149475098,-5.336114883422852,-4.67307710647583,-4.060546875,-3.560546875,-3.157137632369995,-2.834533929824829,-2.21875,-1.538832664489746,-1.1138821840286255,-0.8324127197265625,-0.6451565027236938,-0.5169709920883179,-0.38476037979125977,-0.2707822620868683,-0.17120341956615448,-0.06864426285028458
 Как взаимосвязь между анизотропией сети подземных трещин и эпизодическими экстремальными осадками в засушливых водосборных бассейнах влияет на пространственно-временную эволюцию предпочтительных путей стока и скорости пополнения грунтовых вод?,-2.223583698272705,-0.00889433479309082,-9.5625,-8.105769157409668,-6.598437309265137,-5.463942527770996,-4.443536758422852,-3.7041258811950684,-3.2305376529693604,-2.8080570697784424,-2.4817092418670654,-2.2228097915649414,-1.9361978769302368,-1.3168569803237915,-0.8596862554550171,-0.6434748768806458,-0.4805242419242859,-0.3640594482421875,-0.28126856684684753,-0.19823987782001495,-0.11358845978975296,-0.01566690392792225
 Каким образом аллостерическая регуляция комплекса пируватдегидрогеназы интегрирует поток митохондриального ацетил-КоА с ядерными эпигенетическими модификациями во время клеточной дифференциации в условиях гипоксического стресса?,-1.960614800453186,-0.00813533112221239,-8.557291984558105,-6.867788314819336,-5.768914699554443,-4.700721263885498,-3.851503372192383,-3.295184850692749,-2.8056533336639404,-2.486351490020752,-2.1922261714935303,-1.959930419921875,-2.3424479961395264,-1.7653244733810425,-1.3031455278396606,-0.9484581351280212,-0.7317042350769043,-0.5933055281639099,-0.46675971150398254,-0.3747042119503021,-0.27234920859336853,-0.1562241017818451
" Как взаимодействие между истощением стратосферного озона и радиационным воздействием, вызванным аэрозолями, влияет на вертикальное распределение тропосферных гидроксильных радикалов, и каковы последствия для времени жизни метана при будущих сценариях выбросов?",-2.0524001121520996,-0.007955039194387984,-8.083333015441895,-6.65625,-5.6875,-4.708533763885498,-3.9370265007019043,-3.4039463996887207,-2.92877459526062,-2.602961540222168,-2.2964367866516113,-2.0530152320861816,-1.66796875,-1.175931453704834,-0.8359825015068054,-0.5983792543411255,-0.4485307037830353,-0.3527080714702606,-0.2506103515625,-0.16850867867469788,-0.08131538331508636,0.0152587890625
Как взаимодействие между эпистатической топологией сети и колеблющимся селективным давлением формирует распределение вероятностей адаптивных смещений пиков в многомерных ландшафтах приспособленности в эволюционных временных масштабах?,-3.012389898300171,-0.012447892141736243,-10.018750190734863,-8.440625190734863,-7.324999809265137,-6.55078125,-5.673749923706055,-4.993229389190674,-4.361746788024902,-3.8342652320861816,-3.414198160171509,-3.0133771896362305,-3.1578125953674316,-2.3335938453674316,-1.8213541507720947,-1.4412750005722046,-1.1419897079467773,-0.9252421259880066,-0.75469970703125,-0.6133896112442017,-0.4812594950199127,-0.3243037164211273
" В контексте непертурбативной квантовой хромодинамики, как можно согласовать расчеты структуры адронов в рамках решеточной калибровочной теории с экспериментальными данными глубоконеупругого рассеяния, чтобы ограничить функции распределения партонов тяжелых кварков при низких долях импульса?",-2.3786141872406006,-0.0080905244463966,-9.022321701049805,-7.522916793823242,-6.302556991577148,-5.3067708015441895,-4.636190891265869,-3.91467022895813,-3.417940616607666,-2.9702351093292236,-2.6625640392303467,-2.378877878189087,-2.541294574737549,-1.6063802242279053,-1.119462490081787,-0.8029215335845947,-0.6217997670173645,-0.47199979424476624,-0.3624502420425415,-0.25539958477020264,-0.16102713346481323,-0.03077799454331398
" Каким образом эпистатические взаимодействия между регуляторными некодирующими РНК и белками, ремоделирующими хроматин, могут приводить к быстрым фенотипическим изменениям во время адаптивной радиации, и как эти изменения можно количественно смоделировать с использованием популяционно-геномных временных рядов?",-1.9913578033447266,-0.006637859344482422,-8.05859375,-6.62109375,-5.475260257720947,-4.54052734375,-3.866503953933716,-3.2963459491729736,-2.8399178981781006,-2.488347053527832,-2.2124855518341064,-1.9913675785064697,-1.7998046875,-1.16046142578125,-0.7841873168945312,-0.5739345550537109,-0.4393112063407898,-0.3378537595272064,-0.25352588295936584,-0.17004680633544922,-0.08862558752298355,0.003391265869140625
" Какие новые статистические модели могут совместно моделировать карты дальних хроматиновых контактов и аллель-специфическую экспрессию в отдельных клетках для выявления причинных регуляторных вариантов, влияющих на трехмерную архитектуру генома в различных линиях развития?",-2.996417760848999,-0.011393223425281365,-9.96875,-8.401041984558105,-7.237847328186035,-6.280599117279053,-5.573437690734863,-4.932942867279053,-4.327660083770752,-3.804987668991089,-3.384221315383911,-2.9962687492370605,-2.6028645038604736,-2.0305988788604736,-1.6410590410232544,-1.2807540893554688,-1.0130473375320435,-0.8276316523551941,-0.679845929145813,-0.540259063243866,-0.410858154296875,-0.27149736881256104
