question,тақырып,таңдаулар,жауап,sheet,loss,zlib,mink_0.1,mink_0.2,mink_0.3,mink_0.4,mink_0.5,mink_0.6,mink_0.7,mink_0.8,mink_0.9,mink_1.0,minkpp_0.1,minkpp_0.2,minkpp_0.3,minkpp_0.4,minkpp_0.5,minkpp_0.6,minkpp_0.7,minkpp_0.8,minkpp_0.9,minkpp_1.0
" Егер психолог қылмыстық іс бойынша сотта талапкердің куәгері де, соттың сарапшысы да ретінде әрекет етсе, ол:", кәсіби_психология, ['қос рөлдерді қабылдау арқылы этикалық емес.' 'талапкермен бұрын қарым-қатынасы болмаған жағдайда.' 'этикалық тұрғыдан барлық тараптармен өз рөлдерін түсіндірген жағдайда.' 'соттан бас тарту туралы рұқсат алған жағдайда.'],2,Sheet1,-1.891823410987854,-0.013137662576304542,-7.15625,-5.630208492279053,-4.8035712242126465,-4.1965460777282715,-3.5711262226104736,-3.1513671875,-2.731001377105713,-2.385279655456543,-2.1120095252990723,-1.892332673072815,-1.69140625,-0.9765625,-0.6396484375,-0.45228978991508484,-0.3172505795955658,-0.2318899929523468,-0.1439615935087204,-0.060977332293987274,0.013064362108707428,0.0819346085190773
 Терроризмге қатысты көзқарас үкіметтің жауабына қалай әсер етеді?, қауіпсіздікті зерттеу,"[«Ауруға қарсы рецепт бойынша реформа пакеттері үкіметтің халық арасындағы террористік топтың тартымдылығын азайтуға бағытталған жауабының бір бөлігіне айналады. Дегенмен, реформалар террористерді зорлық-зомбылық әрекеттерін жалғастыруға итермелеуі мүмкін, себебі олар марапатталып жатыр. Мұндай жағдайларда реформалар зорлық-зомбылықты тоқтату механизмі емес, оны күшейтетін жеңілдіктерге айналуы мүмкін. Сондай-ақ, реформалар терроризмнің болуын жоймауы мүмкін екені анық». «Терроризмге қарсы қазіргі заманғы жауаптар кек алу және жазалау нормалары басым болатын терроризмге қарсы соғыс аналогиясы аясында қабылданды. Бұл көзқарастың жасырын бөлігі оқу орындарына, штаб-пәтерге, қаржыландыру көздеріне және тіпті маңызды тұлғаларды өлтіруге қарсы алдын ала шаралар қабылдаудың негіздемесі болып табылады». «Соғыс аналогиясы кейде тежеуді болжаса да, тежеу әділет жүйесі үшін маңыздырақ. Қалыпты қылмыстық контексте қолжетімді алдын алу шараларының көлемі күдіктілерді ұстау немесе сот қудалауы болып табылады». «Осы нұсқалардың барлығы. Егер соғыс соғыс, қылмыс немесе ауру ретінде қарастырылса, террористік шабуылдарға жауаптар ашық немесе жанама түрде өзгереді.»",3,Sheet1,-1.7380549907684326,-0.016552904673985073,-7.708333492279053,-5.90625,-4.71788215637207,-4.004557132720947,-3.359375,-2.893092155456543,-2.5182883739471436,-2.2224512100219727,-1.985715627670288,-1.7377443313598633,-3.5625,-2.154296875,-1.4714083671569824,-1.0884805917739868,-0.7815704345703125,-0.6168919801712036,-0.48935768008232117,-0.37516602873802185,-0.2684238851070404,-0.13013458251953125
"Джордж танымал қылмыскерді өлтірді деген айыппен айыпталды. Зардап шегуші көлігінде атып өлтірілген күйінде табылды. Атыстың жалғыз куәгері - жәбірленушінің үй жануары, ол жәбірленушінің денесінің үстінде қалықтап жүргенде «Джордж... Джордж...» деп қайталап тұрған. Зардап шегушінің өлтірушісінің кім екенін дәлелдеу үшін айыптау тарапы кісі өлтіру болған кезде сол жерде болғанын және жәбірленушінің тотысының Джордждың атын атағанын естігенін куәландыратын куәлік береді. Айғақтарға ең жақсы қарсылық - бұл...", кәсіби_құқық, ['қауесет.' 'маңызды емес.' 'пікір куәлігі.' 'өзімшіл.'],1,Sheet1,-1.6380053758621216,-0.004074640238462989,-6.4538044929504395,-5.138298034667969,-4.31272029876709,-3.6629934310913086,-3.1254923343658447,-2.695133686065674,-2.334263801574707,-2.0494141578674316,-1.8214901685714722,-1.6380393505096436,-2.59273099899292,-1.602746844291687,-1.0791325569152832,-0.7877749800682068,-0.6010147333145142,-0.46287858486175537,-0.3464811444282532,-0.24835655093193054,-0.15732809901237488,-0.060679204761981964
Елдер халықаралық құқық бойынша міндеттемелерін бұзу үшін сылтау ретінде өздерінің ішкі заңнамасына сүйене ала ма?, халықаралық құқық, ['Ішкі құқық әрқашан халықаралық құқықтан басым болады' 'Тек дәстүрлі халықаралық құқық ішкі құқықтан басым болады' 'Халықаралық құқық бойынша міндеттемелер ішкі құқықтан басым болады' 'Конституциялық міндеттемелер әрқашан халықаралық құқық бойынша міндеттемелерден басым болады'],2,Sheet1,-1.3346216678619385,-0.009268206026819017,-5.612500190734863,-4.6796875,-3.7354166507720947,-3.098828077316284,-2.557992696762085,-2.214780807495117,-1.9227973222732544,-1.6925941705703735,-1.5089548826217651,-1.334844708442688,-1.107812523841858,-0.7818359136581421,-0.5506652593612671,-0.40569305419921875,-0.2935544550418854,-0.21117672324180603,-0.13508012890815735,-0.0673016831278801,-0.00020367166143842041,0.09176694601774216
"30 жастағы босанбаған әйел көңіл-күйінің өзгеруіне шағымданып клиникаға келді. Ол соңғы бірнеше ай бойы мазасызданып, шамадан тыс белсенді болып, етеккір басталғанға дейін 3-4 күн бұрын ұйықтай алмайтынын айтады. Ол сонымен қатар етеккірі басталған күні қатты депрессияға түсетінін, тәбетінің болмауын, ашушаңдығын және енжарлығын сезінетінін айтады. Оның психиатриялық тарихы жоқ. Физикалық тексеру нәтижелері қалыпты. Ол және оның күйеуі 2 жылдан астам уақыт бойы жүкті болуға тырысып келеді. Анамнезінде шамамен 1 жыл бұрын жабық жатыр түтігін түзету үшін тубопластика жасалғаны анықталды. Ең ықтимал диагноз:", кәсіби_медицина, ['депрессивті көңіл-күймен бейімделу бұзылысы' 'аралас биполярлық I бұзылыс' 'циклотимиялық тұлға' 'жалпыланған мазасыздық бұзылысы'],0,Sheet1,-1.2871085405349731,-0.0024330974301228227,-5.606026649475098,-4.346765518188477,-3.536700487136841,-2.9627878665924072,-2.5008740425109863,-2.1264193058013916,-1.8414477109909058,-1.6118121147155762,-1.4315431118011475,-1.2868924140930176,-1.9129464626312256,-1.0742626190185547,-0.7011811137199402,-0.509001612663269,-0.37830400466918945,-0.27858608961105347,-0.19670318067073822,-0.1180182695388794,-0.041707593947649,0.04603518173098564
 Идеал снарядтың көлденең ығысуы (ұшу қашықтығы) оның ең үлкен тік ығысуына тең болуы үшін оны көлденеңге қандай бұрышпен ұшыру керек?, орта мектеп_физикасы, ['sin–1 (1/г)' 'cos–1 (1/г)' '45°' 'тон-1 4'],3,Sheet1,-1.893668293952942,-0.012061581490146127,-9.447916984558105,-6.896634578704834,-5.374218940734863,-4.537259578704834,-3.7513020038604736,-3.1487793922424316,-2.7505202293395996,-2.392720937728882,-2.115117311477661,-1.8941349983215332,-2.8645832538604736,-1.635967493057251,-1.0808807611465454,-0.8211552500724792,-0.6186208724975586,-0.4722763001918793,-0.36872532963752747,-0.2620953321456909,-0.16302795708179474,-0.06262297928333282
 Полиовирус келесі процестердің қайсысы арқылы оңайырақ вирулентті бола алады?, вирусология, ['РНҚ геномының бірнеше позицияда ғана мутациясы' 'Басқа энтеровируспен рекомбинациясы' 'Ақуыз қабығын өзгерту' 'Көптеген нуклеотидтік делециялар мен орын басулары'],0,Sheet1,-1.8406922817230225,-0.016146423523886164,-7.916666507720947,-6.796875,-5.565972328186035,-4.45432710647583,-3.716064453125,-3.166067123413086,-2.6364426612854004,-2.334601879119873,-2.0938963890075684,-1.840562343597412,-1.5390625,-1.1220703125,-0.8161960244178772,-0.5433114767074585,-0.4242897033691406,-0.3322657644748688,-0.22645901143550873,-0.162017822265625,-0.10390498489141464,-0.02626546286046505
 Америка Құрама Штаттарының Вьетнам соғысына қатысуының күшеюінің құқықтық негізі болды, әртүрлі, ['Конгресстің соғыс жариялауы' 'Конгресстің Тонкин шығанағы туралы қарарын қабылдауы' 'Солтүстік Вьетнамның Оңтүстік Вьетнамға басып кіруін айыптайтын Біріккен Ұлттар Ұйымының қарары' 'Солтүстік Атлантикалық Шарт Ұйымының (НАТО) өзара қорғаныс ережелері'],1,Sheet1,-1.5643552541732788,-0.012514842033386231,-7.010416507720947,-5.504464149475098,-4.540625095367432,-3.6456472873687744,-3.0475261211395264,-2.6563894748687744,-2.247792959213257,-2.01025390625,-1.7611503601074219,-1.5654670000076294,-1.0924478769302368,-0.9151785969734192,-0.6445862054824829,-0.4377833902835846,-0.3083258867263794,-0.2348894327878952,-0.14906494319438934,-0.0848236083984375,-0.0041522979736328125,0.0847422257065773
"Өзінен үлкен көрінетін 15 жастағы кәмелетке толмаған жасөспірім жеке сатушыдан көлік сатып алды. Кәмелетке толмаған бала 2000 доллар бастапқы төлем жасап, қалған 4000 долларды келесі екі жыл ішінде бөліп төлеуге келісті. Кәмелетке толмаған бала көлікті жұмыс үшін алуға мәжбүр болды, себебі оның басқа қаражаты болмады. Кейінірек кәмелетке толмаған бала көлікті апатқа ұшыратты. Ол келісімшартты бұзып, зақымдалған көлікті қайтарып берді және алғашқы жарнасын қайтаруды талап етті. Сатушының бұл мәселе бойынша қандай да бір өтемақы алуға құқығы бар ма?", кәсіби_құқық," [«Жоқ, сатушы алғашқы жарнаны қайтаруы тиіс, себебі кәмелетке толмаған бала келісімшартты бұзғанын мәлімдеді.» «Сатушы алғашқы жарнаны сақтай алмайды және мәміледен басқа ешқандай пайда ала алмайды.» «Сатушы кәмелетке толмаған балаға көлікті сатып алмас бұрын оның жасын көрсетпегені үшін жалған ақпарат бергені және алаяқтық жасағаны үшін сотқа бере алады.» «Сатушы өтемақы талап арызында көлікті пайдаланудың тек ақылға қонымды құнын ғана ала алады.»]",3,Sheet1,-1.2339508533477783,-0.0028301625076783904,-5.237630367279053,-4.132486820220947,-3.408094644546509,-2.8483407497406006,-2.403150796890259,-2.044039487838745,-1.7584415674209595,-1.54426908493042,-1.3748645782470703,-1.2334176301956177,-1.4597982168197632,-0.8229458928108215,-0.539058268070221,-0.3816993832588196,-0.2806684076786041,-0.1998918205499649,-0.1263323575258255,-0.06361719220876694,-0.003108593402430415,0.07408235967159271
" Оттегі қол жетімсіз болған кезде, бұл процесс NAD+ қалпына келтіреді, бұл тыныс алуды жалғастыруға мүмкіндік береді.", орта мектеп_биологиясы, ['Гликолиз' 'Хемиосмоз' 'Ашыту' 'Кальвин циклі'],2,Sheet1,-1.5107800960540771,-0.010071867307027181,-7.0625,-5.456250190734863,-4.390625,-3.5628719329833984,-3.036959171295166,-2.5753371715545654,-2.162283420562744,-1.9057950973510742,-1.703713297843933,-1.5108400583267212,-2.542187452316284,-1.6650879383087158,-1.1052571535110474,-0.7785121202468872,-0.6138493418693542,-0.49720025062561035,-0.3766924738883972,-0.2893909215927124,-0.21376588940620422,-0.10392329096794128
