id,source,group,subject,level,language,subset,question,choice_A,choice_B,choice_C,choice_D,choice_E,answer,split,loss,zlib,mink_0.1,mink_0.2,mink_0.3,mink_0.4,mink_0.5,mink_0.6,mink_0.7,mink_0.8,mink_0.9,mink_1.0,minkpp_0.1,minkpp_0.2,minkpp_0.3,minkpp_0.4,minkpp_0.5,minkpp_0.6,minkpp_0.7,minkpp_0.8,minkpp_0.9,minkpp_1.0
12630,https://ymnik.kz/tests_old/literature_kz/?v=63,Humanities,Kazakh_Literature,High School,Kazakh,Kazakh Literature (High School in kaz),"Қабаққа біткен қайыңныңБеріші еді, безі еді.Өтіндей - ақ аюдыңӘкемнен қалған көз еді. (І. Жансүгіров)Үзіндіде қолданылған бейнелеу құралын көрсетіңіз.",Әсірелеу.,Метафора.,Кейіптеу.,Аллегория.,Синекдоха.,B,test,-2.5216145515441895,-0.013931572107978947,-8.77734375,-6.8779296875,-5.837239742279053,-5.16259765625,-4.520007610321045,-4.030452728271484,-3.5799753665924072,-3.1719350814819336,-2.83087420463562,-2.5213987827301025,-3.3427734375,-2.312255859375,-1.6792398691177368,-1.2584457397460938,-0.9621939063072205,-0.7799894213676453,-0.6237450242042542,-0.48874324560165405,-0.3560941517353058,-0.21659143269062042
2008,https://itest.kz/ru/endless,STEM,Biology,High School,Russian,Biology (High School in rus),Хроматофоры у спирогиры расположены,Спирально,Линейно,Кругами,Параллельно,,A,test,-2.99476957321167,-0.04607337804941031,-7.28125,-6.453125,-5.96875,-5.4765625,-5.053124904632568,-4.6640625,-4.190848350524902,-3.728759765625,-3.326768636703491,-2.994091749191284,-2.21875,-1.7265625,-1.3020833730697632,-1.0751953125,-0.900390625,-0.7430827021598816,-0.5936802625656128,-0.47674560546875,-0.3625759482383728,-0.263427734375
15066,https://itest.kz/ru/endless,STEM,Math,High School,Russian,Math (High School in rus),"Пароход проплыл 9 км против течения реки и 30 км по течению реки, затратив на весь путь 1,5 ч. Найдите собственную скорость парохода, если скорость течения реки 6 км/ч.",26 км/ч,22 км/ч,24 км/ч,14 км/ч,,C,test,-1.0010626316070557,-0.0058886037153356215,-4.328125,-3.4749999046325684,-2.8173828125,-2.4222469329833984,-1.9580439329147339,-1.6793365478515625,-1.4571598768234253,-1.2552802562713623,-1.125008225440979,-1.0000073909759521,-1.407812476158142,-0.940625011920929,-0.6251182556152344,-0.465177983045578,-0.34372061491012573,-0.27083396911621094,-0.20435725152492523,-0.12424344569444656,-0.059177398681640625,0.03557784482836723
263,https://oltest.kz/tests/buhgalterskiy_uchet_i_audit/,"Social Science





",Accounting and auditing,University,Russian,Accounting and Auditing (Professional & University in rus),"Способ экономической группировки и обобщения информации о состоянии хозяйственных средств по их составу и источникам образования в денежном выражении на определенную дату:
","
систематизация",инвентаризация,"
оценка","
калькуляция",бухгалтерский баланс,E,test,-2.609806776046753,-0.013956185968164454,-8.020833015441895,-6.635416507720947,-5.721875190734863,-5.230769157409668,-4.684742450714111,-4.264843940734863,-3.82421875,-3.279115915298462,-2.9557697772979736,-2.608943223953247,-1.2122396230697632,-0.9615885615348816,-0.7660156488418579,-0.6149714589118958,-0.4534122347831726,-0.3614257872104645,-0.281122624874115,-0.18818721175193787,-0.11363932490348816,0.018411075696349144
2199,https://ymnik.kz/tests_old/biology/?v=57,STEM,Biology,High School,Russian,Biology (High School in rus),"Круглые черви, паразитирующие в мышцах животных:",Трихинелла,Волосатик,Острица,Аскарида,Ришта,A,test,-2.1743929386138916,-0.025581093395457548,-7.53125,-5.989583492279053,-5.47265625,-4.734375,-4.464285850524902,-3.596788167953491,-3.2481932640075684,-2.7156574726104736,-2.507359504699707,-2.1730449199676514,-1.578125,-1.265625,-1.03369140625,-0.6767171025276184,-0.5703473687171936,-0.404541015625,-0.3385009765625,-0.2295125275850296,-0.18496468663215637,-0.06824544072151184
20067,https://ymnik.kz/tests_old/literature/?v=5,Humanities,Russian_Literature,High School,Russian,Russian Literature (High School in rus),"Композиционная часть «В некотором царстве, в некотором государстве жили-были …» в народной сказке называется:",Зачин.,Присказка.,Завязка.,Развязка.,Экспозиция.,A,test,-2.441528558731079,-0.01707362628483272,-10.8125,-7.893750190734863,-6.75390625,-6.053124904632568,-4.93629789352417,-4.089599609375,-3.655707359313965,-3.136776924133301,-2.745652437210083,-2.440580129623413,-4.11328125,-2.268749952316284,-1.5034637451171875,-1.1928832530975342,-0.8997614979743958,-0.7052383422851562,-0.6036037802696228,-0.4642682671546936,-0.3392588198184967,-0.19884349405765533
21534,https://itest.kz/kz/endless,Humanities,World_History,High School,Kazakh,World History (High School in kaz),ХVІІІ ғасырдың І ширегінде Ресей экономикасына тән жағдай,Өндіріс пен капиталдың шоғырлануы өсті,Батыс елдерінен анағұрлым артта қалды,Батыс елдерінен экономикасынан алда болды,Феодалдық сарқыншақтар жойылды,,B,test,-2.195815324783325,-0.022406278824319645,-9.609375,-6.612500190734863,-5.78125,-4.88671875,-4.245768070220947,-3.5643229484558105,-3.1947381496429443,-2.7404541969299316,-2.4927313327789307,-2.19453501701355,-2.5390625,-1.458593726158142,-1.0875418186187744,-0.755175769329071,-0.6086832880973816,-0.45361328125,-0.3624483048915863,-0.23640136420726776,-0.158447265625,-0.04755859449505806
56,https://oltest.kz/tests/buhgalterskiy_uchet_i_audit/,"Social Science





",Accounting and auditing,University,Russian,Accounting and Auditing (Professional & University in rus),"
Касса должна находится:","

в отдельном помещении","

в отделе снабжения","
в финансовом отделе","

в помещении бухгалтерии","
в помещении расчетной группы",A,test,-7.489549160003662,-0.15284794204089105,-9.4375,-9.4375,-9.4375,-9.03125,-9.03125,-8.364583015441895,-8.364583015441895,-7.9609375,-7.9609375,-7.493750095367432,-1.5390625,-1.5390625,-1.5390625,-1.4296875,-1.4296875,-1.3697916269302368,-1.3697916269302368,-1.2587890625,-1.2587890625,-1.029882788658142
15838,https://itest.kz/ru/endless,STEM,Math,High School,Russian,Math (High School in rus),"Высота правильной треугольной пирамиды 4 см, а ее апофемы 8 см. Вычислите площадь боковой поверхности пирамиды.",\(150\) см2,\(288\) см2,\(124\) см2,\(146\) см2,,B,test,-1.4216068983078003,-0.01053042146894667,-6.46875,-5.109375,-4.326388835906982,-3.359375,-2.85986328125,-2.455026626586914,-2.0360372066497803,-1.8031933307647705,-1.6166560649871826,-1.420697808265686,-3.2734375,-1.8404947519302368,-1.3013237714767456,-0.894819974899292,-0.7200374603271484,-0.5870987772941589,-0.45081496238708496,-0.35470229387283325,-0.26163771748542786,-0.15369299054145813
6245,https://itest.kz/kz/endless,Social Science,Geography,High School,Kazakh,Geography (High School in kaz),Отын өнеркәсібінің дамуына байланысты пайда болған агломерацияның қалалары,"Абай, Саран","Қапшағай, Ақсай","Есік, Талғар","Қаскелең, Шымбұлақ",,A,test,-1.8994561433792114,-0.016661895994554487,-8.75,-6.75,-5.59375,-4.684244632720947,-3.857942819595337,-3.2457683086395264,-2.794131278991699,-2.4499714374542236,-2.180044651031494,-1.8994996547698975,-1.5729166269302368,-0.871826171875,-0.5682915449142456,-0.400054931640625,-0.2897705137729645,-0.2077297568321228,-0.1396426260471344,-0.0779978409409523,-0.0240478515625,0.0862879604101181
7695,https://ymnik.kz/tests_old/geography/?v=133,Social Science,Geography,High School,Russian,Geography (High School in rus),Передвигающиеся под воздействием течения простейшие организмы:,Кораллы.,Бентос.,Водоросли.,Планктон.,Нектон.,D,test,-3.3050878047943115,-0.03553857854617539,-9.5,-9.25,-8.3125,-6.78125,-6.067708492279053,-5.549107074737549,-4.76475715637207,-4.295068264007568,-3.9080922603607178,-3.307445764541626,-1.5,-1.28515625,-0.966796875,-0.597900390625,-0.4843343198299408,-0.387939453125,-0.2455240935087204,-0.1893310546875,-0.11423561722040176,0.017221303656697273
12366,https://itest.kz/kz/endless,Humanities,Kazakh_Literature,High School,Kazakh,Kazakh Literature (High School in kaz),"Тахауи Ахтановтың соғысты мүлде басқа қырынан көрсеткен, взвод командирі Ержан, қатардағы жауынгерлер Зеленин, Көжек деген кейіпкерлері бар шығармасы",«Күй аңызы»,«Боран»,«Дала сыры»,«Қаһарлы күндер»,,D,test,-2.3316519260406494,-0.01260352392454405,-9.5,-7.302884578704834,-6.1340460777282715,-5.157752513885498,-4.4375,-3.8015825748443604,-3.349696159362793,-2.914306640625,-2.614948034286499,-2.3333382606506348,-2.91796875,-1.9459134340286255,-1.3743157386779785,-0.9935842752456665,-0.7787837982177734,-0.5868687033653259,-0.45883652567863464,-0.32243818044662476,-0.2141902595758438,-0.08745774626731873
8392,https://oltest.kz/tests/gosudarstvo_i_pravo/,"Social Science





","Jurisprudence, state and law",University,Russian,Jurisprudence (Professional & University in rus),"Изменение имени и (или) фамилии ребенка может быть произведено только с его согласия при достижении им возраста
","16 лет
","14 лет
","19 лет
","7 лет
","10 лет
",A,test,-2.113884210586548,-0.015775255302884685,-8.625,-6.22265625,-5.0245537757873535,-4.534722328186035,-3.9036457538604736,-3.4874441623687744,-3.123779296875,-2.6703073978424072,-2.4167306423187256,-2.1146392822265625,-1.43359375,-1.1044921875,-0.7083216905593872,-0.5436604619026184,-0.3806050717830658,-0.28326416015625,-0.19512176513671875,-0.08207622170448303,-0.0149216428399086,0.0832977294921875
6040,https://oltest.kz/tests/obshcheobrazovatelnye_discipliny/,Others,General education disciplines,University,Russian,General Education Disciplines (Professional & University in rus),"Какими свойствами обладают антиалиментарные соединения:
","замедляют обмен нутриентов
","ускоряют обмен нутриентов
","стабилизируют обмен нутриентов
","участвуют в обмене нутриентов
","синтезируют их обмен
",B,test,-4.058200359344482,-0.0466459811418906,-7.25,-6.703125,-6.28125,-6.03125,-5.800000190734863,-5.5,-5.191964149475098,-4.908203125,-4.502604007720947,-4.056933403015137,-1.40625,-1.40234375,-1.2669271230697632,-1.0947265625,-0.833984375,-0.6484375,-0.5131138563156128,-0.38818359375,-0.2547743022441864,-0.13242188096046448
