id,domain,subject,question,choice_A,choice_B,choice_C,choice_D,answer,instruction,split,loss,zlib,mink_0.1,mink_0.2,mink_0.3,mink_0.4,mink_0.5,mink_0.6,mink_0.7,mink_0.8,mink_0.9,mink_1.0,minkpp_0.1,minkpp_0.2,minkpp_0.3,minkpp_0.4,minkpp_0.5,minkpp_0.6,minkpp_0.7,minkpp_0.8,minkpp_0.9,minkpp_1.0
10982,professional_law,Право,"Студент колледжа возбудил уголовное дело против своего бывшего соседа по комнате, утверждая, что бывший сосед по комнате пробрался в его дом и забрал из него ультрасовременное оборудование для домашнего кинотеатра. Студент колледжа взял документы с жалобой, которые были одобрены прокуратурой, и подал их в мировой суд. Однако продолжающееся полицейское расследование позже установило, что студент колледжа был мстительным человеком, не прочь сочинять истории, и что он и бывший сосед по комнате спорили по нескольким связанным с этим вопросам. Они также установили, что у него никогда не было качественного звукового или видеооборудования. Полиция прекратила уголовное преследование, и уголовное дело было прекращено на предварительном слушании. Когда бывший сосед по комнате подал гражданский иск против студента колледжа, обвиняя его в совершении правонарушения, связанного со злонамеренным преследованием, будут ли приемлемы доказательства недобросовестной репутации студента и почему?","Да, потому что нечестность в любое время в прошлом всегда имеет отношение к жалобе на злонамеренное судебное преследование.","Да, потому что, несмотря на то, что доказательства характера являются слишком второстепенными, чтобы их можно было принять за косвенные доказательства, они допустимы, если они непосредственно рассматриваются в деле.","Да, потому что доказательства репутации, как и большинство свидетельств о персонаже, практически всегда допустимы.","Да, потому что, хотя большинство свидетельств о характере недопустимы, некоторые из них допустимы, а доказательства репутации всегда допустимы.",B,"Ниже приведен вопрос на определенную профессиональную тематику {subject} и даны варианты ответа A, B, C, D. Гарантируется, что только один из ответов правильный.
Правильно ответьте на вопрос, выбрав букву A, B, C или D:
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test,-1.9727784395217896,-0.0028926370080964658,-8.399739265441895,-6.744791507720947,-5.590494632720947,-4.625402927398682,-3.8859763145446777,-3.2949352264404297,-2.8181402683258057,-2.470824718475342,-2.1988072395324707,-1.9725925922393799,-2.041015625,-1.509033203125,-1.0587921142578125,-0.7809882164001465,-0.6170694828033447,-0.49836257100105286,-0.39688578248023987,-0.3006799519062042,-0.20800724625587463,-0.10020364820957184
4221,high_school_mathematics,Математика,"Чему равна сумма всех положительных целых значений $n$, таких что $n ^ 2$ является делителем $1200$?",42,12,36,39,A,"Задание содержит вопрос по теме {subject} и 4 варианта ответа A, B, C, D, из которых только один правильный. Выберите букву правильного ответа:
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test,-1.5547960996627808,-0.01143232426222633,-5.744791507720947,-4.325520992279053,-3.5642361640930176,-3.1028645038604736,-2.6474609375,-2.391653060913086,-2.1764914989471436,-1.9723438024520874,-1.7740827798843384,-1.553985595703125,-2.1497395038604736,-1.3177083730697632,-0.8752678632736206,-0.6290664672851562,-0.4085063934326172,-0.277496337890625,-0.16490450501441956,-0.07058471441268921,0.0163585115224123,0.1268625259399414
725,clinical_knowledge,Медицина,"Какие из перечисленных признаков указывают на то, что пульсация на шее является артериальной?",Подрагивающая мочка уха,Положительный печёночно-яремный рефлюкс,Отсутствие изменений при смене позы,Давление в основании шеи уменьшает импульс,C,"Дан вопрос по теме {subject}: {text}. Варианты ответа:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Определи, какой вариант ответа правильный. Напиши только букву этого ответа: A, B, C, D. Ответ:",test,-2.080322504043579,-0.01651049606383793,-7.8125,-6.3984375,-5.697916507720947,-4.751736164093018,-4.113636493682861,-3.599158763885498,-2.982330322265625,-2.6543781757354736,-2.389329433441162,-2.0776779651641846,-1.24609375,-0.634613037109375,-0.4055379331111908,-0.2406277060508728,-0.16349653899669647,-0.09522423148155212,-0.01071929931640625,0.0473293736577034,0.11876831203699112,0.2408447265625
11096,professional_law,Право,"Пациентка одной из федеральных больниц сообщила, что мужчина-медик совершил над ней сексуальное насилие. Мужчина был арестован. На суде обвинение представило доказательства того, что мужчина был осужден за два предыдущих сексуальных нападения на двух других женщин, оба случая произошли примерно двумя годами ранее. Обвинения и образ действий мужчины в этих делах были практически идентичны данному делу. Адвокат защиты возразил против этих доказательств на том основании, что их предвзятость перевешивает их доказательную ценность. Основываясь на федеральных правилах доказывания, какое решение, скорее всего, примет суд по этому вопросу?",Доказательство является слишком предвзятым и должно быть исключено.,"Доказательство недопустимо, поскольку не имеет отношения к предъявленным обвинениям и обладает низкой доказательной силой.","Доказательство допустимо, поскольку государственная политика благоприятствует задержанию и преследованию сексуальных хищников.","Доказательство допустимо из-за фактического сходства с настоящим обвинением, что придает им большую доказательную силу.",D,"Реши задачу по теме {subject}
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test,-1.8594272136688232,-0.00363880080952803,-7.224999904632568,-5.871354103088379,-4.951388835906982,-4.251041889190674,-3.590768814086914,-3.070784568786621,-2.6592118740081787,-2.335458278656006,-2.0784428119659424,-1.8596593141555786,-1.8184895515441895,-1.2048828601837158,-0.8302035927772522,-0.6136520504951477,-0.46612587571144104,-0.35684001445770264,-0.2617535889148712,-0.17666727304458618,-0.0973387360572815,-0.0060892608016729355
1736,conceptual_physics,Физика,"Работа, совершенная над 100-килограммовым ящиком, который поднимается на 2 м за 4 секунды, равна",200 Дж,500 Дж,800 Дж,2000 Дж,D,"Реши задачу по теме {subject}
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test,-1.5882288217544556,-0.01221714478272658,-5.666666507720947,-4.7734375,-3.8734374046325684,-3.403846263885498,-2.9623162746429443,-2.630859375,-2.33302903175354,-1.99609375,-1.7987945079803467,-1.5871716737747192,-1.515625,-0.88623046875,-0.5461670160293579,-0.4088979959487915,-0.2789091169834137,-0.20538330078125,-0.14271612465381622,-0.05068178474903107,0.0142822265625,0.10049258917570114
7216,marketing,Бизнес,"База данных информации, которая поддерживается редакторами-людьми и содержит списки веб-сайтов по категориям и подкатегориям с категоризацией, известна как:",Поисковый каталог.,Автоматическое распознавание голоса (AVR).,Приложения.,Поисковая оптимизация.,A,"Реши задачу по теме {subject}
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test,-2.4586997032165527,-0.014811443995280438,-8.3203125,-7.078125,-6.087239742279053,-5.2060546875,-4.551171779632568,-4.0283203125,-3.5055453777313232,-3.0709457397460938,-2.7305941581726074,-2.4575347900390625,-3.458984375,-2.13720703125,-1.4839833974838257,-1.1040306091308594,-0.8665984869003296,-0.7028986811637878,-0.5728040337562561,-0.4355297088623047,-0.3098805844783783,-0.1794784516096115
7496,miscellaneous,Общие факты,Примерно сколько фильмов смотрят дома в США за год?,200000000,2000000000,20000000000,200000000000,C,"Реши задачу по теме {subject}
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test,-3.850898027420044,-0.04754195095580301,-8.5625,-8.40625,-7.479166507720947,-6.796875,-5.890625,-5.564732074737549,-5.205078125,-4.814236164093018,-4.469531059265137,-3.8509113788604736,-1.6875,-1.333984375,-1.1145833730697632,-0.9453125,-0.7311198115348816,-0.6632254719734192,-0.5924072265625,-0.529052734375,-0.41755372285842896,-0.21319580078125
6727,logical_fallacies,Логика,"Какое из следующих заблуждений возникает, когда кто-то делает вывод, что человек не мог сделать что-то хорошее, потому что у него есть отрицательные качества?",Восхваление личности,Вина по ассоциации,Порицаемая личность,Круговое рассуждение,C,"Вопрос:
{text}. Варианты ответа:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Используй знания по теме {subject} и выбери правильный ответ. Выведи только одну букву. Ответ:",test,-2.0777969360351562,-0.01180566440929066,-9.25,-7.151785850524902,-5.779829502105713,-4.963169574737549,-4.098958492279053,-3.4523260593414307,-3.071640729904175,-2.6511387825012207,-2.3297886848449707,-2.0779197216033936,-3.5208332538604736,-2.2845981121063232,-1.661576747894287,-1.3253076076507568,-1.026929259300232,-0.8316088318824768,-0.713808000087738,-0.5628193616867065,-0.42795586585998535,-0.302509605884552
191,anatomy,Биология,На каких поверхностях зубов чаще всего скапливается зубной налет во рту пациента с плохой гигиеной полости рта?,Небные поверхности верхних коренных зубов и язычные поверхности нижних резцов.,Щечные поверхности верхних коренных зубов и язычные поверхности нижних резцов.,Небные поверхности верхних коренных зубов и губные поверхности нижних резцов.,Щечные поверхности верхних коренных зубов и губные поверхности нижних резцов.,B,"Задание содержит вопрос по теме {subject} и 4 варианта ответа A, B, C, D, из которых только один правильный. Выберите букву правильного ответа:
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test,-2.334747552871704,-0.017167261418174293,-10.0,-8.137499809265137,-6.779017925262451,-5.4375,-4.69921875,-3.870312452316284,-3.4295151233673096,-2.917790174484253,-2.6532440185546875,-2.3348548412323,-3.875,-2.1878905296325684,-1.6462053060531616,-1.1566162109375,-0.9572550654411316,-0.7520670294761658,-0.6460679173469543,-0.5066772699356079,-0.42190828919410706,-0.2899511754512787
2057,elementary_mathematics,Математика,"Используйте приведенное ниже выражение, чтобы ответить на вопрос. 3 × [(2 × 6 – 5) + (8 ÷ 4)] – 1 Каково значение выражения?",9,11,26,32,C,"Вопрос:
{text}. Варианты ответа:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Используй знания по теме {subject} и выбери правильный ответ. Выведи только одну букву. Ответ:",test,-1.9312164783477783,-0.012070102989673615,-7.8671875,-5.859375,-4.895833492279053,-4.22216796875,-3.581845283508301,-3.1379687786102295,-2.7674434185028076,-2.4517784118652344,-2.1922640800476074,-1.9316493272781372,-3.4375,-2.098876953125,-1.415972352027893,-1.0497722625732422,-0.772366464138031,-0.6169518828392029,-0.49110886454582214,-0.38257482647895813,-0.2836773991584778,-0.1536451131105423
