subject,question,choice_A,choice_B,choice_C,choice_D,answer,answer_letter,error_type,correct_answer,potential_reason,source,loss,zlib,mink_0.1,mink_0.2,mink_0.3,mink_0.4,mink_0.5,mink_0.6,mink_0.7,mink_0.8,mink_0.9,mink_1.0,minkpp_0.1,minkpp_0.2,minkpp_0.3,minkpp_0.4,minkpp_0.5,minkpp_0.6,minkpp_0.7,minkpp_0.8,minkpp_0.9,minkpp_1.0
electrical_engineering,"By using which of the following elements, mechanical translational systems are obtained?",mass element,spring element,dash-pot,all of the above,3,D,ok,,,,-3.5206570625305176,-0.0434649020065496,-11.125,-10.6875,-8.8515625,-8.112500190734863,-6.573660850524902,-5.9365234375,-5.388888835906982,-4.4641337394714355,-4.103678226470947,-3.521824359893799,-2.59375,-2.265625,-1.7890625,-1.536718726158142,-1.0813249349594116,-0.9234542846679688,-0.7882961630821228,-0.5703957080841064,-0.4824981689453125,-0.2980564534664154
college_computer_science,A starvation-free job-scheduling policy guarantees that no job waits indefinitely for service. Which of the following job-scheduling policies is starvation-free?,Round-robin,Priority queuing,Shortest job first,Youngest job first,0,A,ok,,,https://cgi.csc.liv.ac.uk/~trp/Teaching_Resources/COMP204/204-Lecture12.pdf,-2.224137306213379,-0.01968263102843698,-11.03125,-7.668749809265137,-6.19921875,-5.357031345367432,-4.400540828704834,-3.6800537109375,-3.298285484313965,-2.849144458770752,-2.5047607421875,-2.226454019546509,-2.1484375,-1.3367187976837158,-0.9202880859375,-0.7347472906112671,-0.5386540293693542,-0.3790626525878906,-0.2971225380897522,-0.1940365731716156,-0.10207366943359375,-0.008411549031734467
philosophy,Philo says the analogy that Cleanthes uses to make his case is _____.,too complicated,weak,strong,not based on a legitimate method of reasoning,1,B,ok,,,https://global.oup.com/us/companion.websites/9780190207038/stu_res/ch2/lev1/mcq/,-3.7126195430755615,-0.05380608033442843,-11.9375,-9.125,-8.1484375,-6.942708492279053,-6.566964149475098,-5.67100715637207,-5.242968559265137,-4.5400390625,-4.2578125,-3.7140462398529053,-2.359375,-1.5325521230697632,-1.3212890625,-1.060546875,-0.9536830186843872,-0.7072482705116272,-0.6050781011581421,-0.4163411557674408,-0.3392427861690521,-0.19036458432674408
electrical_engineering,"The moving coil-meters, damping is provided by",the aluminium frame of the coil.,the coil spring attached to the moving.,eddy current disk.,damping vane in the airtight chamber.,0,A,ok,,,,-5.506134986877441,-0.11012269973754883,-11.4375,-11.4375,-11.1875,-10.854166984558105,-9.4375,-8.315625190734863,-7.53125,-6.848214149475098,-6.173828125,-5.50401496887207,-3.40625,-3.40625,-2.8046875,-2.4817707538604736,-2.16796875,-1.673437476158142,-1.3401693105697632,-1.0959821939468384,-0.906982421875,-0.685546875
high_school_mathematics,The quadratic $2x^2+5x+12=19-7x$ has two solutions. What is the positive difference between these solutions?,2,\sqrt{2},5\sqrt{2},5,2,C,ok,,,,-1.6864705085754395,-0.016373500083256692,-6.072916507720947,-4.78125,-4.114583492279053,-3.66796875,-3.068603515625,-2.7107319831848145,-2.412642002105713,-2.1434764862060547,-1.9233747720718384,-1.6865530014038086,-1.8333333730697632,-1.41015625,-1.1362847089767456,-0.8780619502067566,-0.6245498657226562,-0.48944413661956787,-0.3780462145805359,-0.2863525450229645,-0.201751708984375,-0.08485794067382812
college_medicine,The blood glucose concentration during 80-90 minutes of intermittent high intensity exercise:,frequently rises by 1 - 3 mM.,remains relatively unchanged.,frequently falls by 1 - 3 mM.,falls to hypoglycaemic levels.,0,A,ok,,,https://global.oup.com/uk/orc/biosciences/biochem/gleeson2e/01student/mcqs/ch06/,-3.402491569519043,-0.039563855459523754,-8.9375,-7.15625,-6.418749809265137,-6.140625,-5.5859375,-5.09375,-4.786931991577148,-4.243990421295166,-3.8125,-3.400390625,-1.2265625,-1.1158853769302368,-1.033593773841858,-0.9869791865348816,-0.90625,-0.779296875,-0.6872336864471436,-0.525315523147583,-0.3861328065395355,-0.26441866159439087
elementary_mathematics,The schedule for a music showcase includes 3 sets that are 20 minutes each and 1 set that is 40 minutes. There is a 10-minute break between each set. The total length of the music showcase is 3(20 + 10) + 40 minutes. What is the total length of the music showcase?,73 minutes,110 minutes,130 minutes,210 minutes,2,C,ok,2,,,-1.3403549194335938,-0.008876522645255588,-6.7901787757873535,-4.987723350524902,-3.9527530670166016,-3.136045217514038,-2.619086265563965,-2.2325353622436523,-1.905034065246582,-1.6826677322387695,-1.5051194429397583,-1.3409193754196167,-1.7795759439468384,-1.1809431314468384,-0.8083147406578064,-0.556758463382721,-0.4129909873008728,-0.30581167340278625,-0.20575788617134094,-0.13330920040607452,-0.07000450789928436,0.014481217600405216
formal_logic,"Identify the conclusion of the following argument. Remember to remove any conclusion indicators. It is wrong for society to kill a murderer. This follows for the reason that if a murderer is wrong in killing his victim, then society is also wrong in killing the murderer. And a murderer is wrong in killing his victim.",It is wrong for society to kill a murderer.,"This follows for the reason that if a murderer is wrong in killing his victim, then society is also wrong in killing the murderer.","If a murderer is wrong in killing his victim, then society is also wrong in killing the murderer.",And a murderer is wrong in killing his victim.,0,A,ok,,,Expert,-1.978327989578247,-0.01184627538669609,-7.130208492279053,-6.088541507720947,-5.173611164093018,-4.3984375,-3.756119728088379,-3.2373046875,-2.832961320877075,-2.5031635761260986,-2.2314860820770264,-1.9776946306228638,-2.1731770038604736,-1.4461263418197632,-1.0099555253982544,-0.72637939453125,-0.5435383915901184,-0.4098442792892456,-0.2969796359539032,-0.197113037109375,-0.10952872037887573,-0.013519787229597569
high_school_microeconomics,Which of the following is a characteristic of monopolistic competition?,Economically efficient in the long run.,Pricing at minimum ATC in long run.,Excess capacity.,Very few competitors.,2,C,ok,,,https://www.crackap.com/ap/microeconomics/question-163-answer-and-explanation.html,-1.5690929889678955,-0.023074896896586698,-9.0625,-5.9140625,-4.4921875,-3.7734375,-3.293750047683716,-2.791015625,-2.429408550262451,-2.1512451171875,-1.9156358242034912,-1.5694552659988403,-1.015625,-0.45654296875,-0.2692057192325592,-0.164794921875,-0.05449218675494194,0.02718099020421505,0.0924944207072258,0.1414794921875,0.2268880158662796,0.42995384335517883
professional_law,"A defendant was prosecuted for murder. At trial, the prosecutor called a police detective to testify. The detective, who questioned the defendant at the station house after his arrest, testified that the defendant initially declared his innocence. The detective further testified that when given the opportunity to take a lie detector test, the defendant refused. The defendant's attorney did not object to the detective's testimony. The defendant was convicted and sentenced to prison. The defendant, who is now represented by a new attorney, appeals, claiming that it was error to admit the detective's testimony. The appellate court should find","plain error, because the trial court should have acted on its own motion to order reference to the lie detector test stricken.","plain error, because admission of the detective's testimony violated the defendant's privilege against self-incrimination.","harmless error, because the defendant's trial attorney failed to preserve the argument by timely objection.","harmless error, because the defendant's statements were admissions.",0,A,ok,,,,-1.5647703409194946,-0.00501528955422915,-6.295454502105713,-4.58220100402832,-3.818704128265381,-3.2379415035247803,-2.834566831588745,-2.4793365001678467,-2.196533203125,-1.9398671388626099,-1.7449322938919067,-1.565388560295105,-2.0490057468414307,-1.1628550291061401,-0.7515384554862976,-0.4944285452365875,-0.3360670804977417,-0.20807237923145294,-0.11515579372644424,-0.02948329783976078,0.043560732156038284,0.13256146013736725
college_physics,The rest mass of a particle with total energy 5.0 GeV and momentum 4.9 GeV/c is approximately,0.1 GeV/c^2,0.2 GeV/c^2,0.5 GeV/c^2,1.0 GeV/c^2,3,D,ok,,,2017 GRE Physics Exam (GR1777 #36),-1.6696048974990845,-0.018551165527767605,-7.859375,-5.199999809265137,-4.328125,-3.61328125,-3.201171875,-2.677213430404663,-2.4075138568878174,-2.0763182640075684,-1.8973277807235718,-1.6702710390090942,-3.55078125,-1.793359398841858,-1.3473771810531616,-0.924877941608429,-0.7359822392463684,-0.5313639044761658,-0.42668601870536804,-0.29627686738967896,-0.22095836699008942,-0.11616210639476776
medical_genetics,"Nature is more important for ______ differences, while nurture has greater influence on ______ differences.",structural and anatomical; psychological and social,psychological and social; structural and anatomical,structural and psychological; anatomical and social,social and anatomical; psychological and structural,0,A,ok,,,https://study.sagepub.com/marks6e/student-resources/chapter-3/multiple-choice-question,-3.349756956100464,-0.040850694586591026,-13.0625,-8.489583015441895,-7.6328125,-6.265625,-5.5625,-5.32118034362793,-4.699573993682861,-4.401041507720947,-3.8111050128936768,-3.35107421875,-3.71875,-2.4244792461395264,-2.0400390625,-1.6471353769302368,-1.24755859375,-1.0757378339767456,-0.818359375,-0.71484375,-0.5290178656578064,-0.366943359375
college_mathematics,What is the greatest possible area of a triangular region with one vertex at the center of a circle of radius 1 and the other two vertices on the circle?,1/2,1,sqrt(2),pi,0,A,ok,,,Expert,-0.6303933262825012,-0.005628511841808047,-4.390625,-2.9713542461395264,-2.063368082046509,-1.592041015625,-1.2909505367279053,-1.0813326835632324,-0.9287036657333374,-0.8135884404182434,-0.7234779596328735,-0.6301259398460388,-0.640625,-0.33648681640625,-0.2100558876991272,-0.141204833984375,-0.09421386569738388,-0.0595770925283432,-0.0229782834649086,0.01627095602452755,0.0558403879404068,0.11327730864286423
marketing,"This is the process in which offerings move through a sequential, pre-determined pattern of development similar to the biological path that lifeforms follow:",Diffusion process.,Product lifecycle.,Adoption process.,Service development.,1,B,ok,,,"Fundamentals of Marketing, second edition",-3.9244372844696045,-0.032167518725160694,-11.65625,-9.449999809265137,-8.10546875,-7.346875190734863,-6.570913314819336,-5.908203125,-5.496527671813965,-4.913318634033203,-4.41455078125,-3.9260332584381104,-3.359375,-2.671875,-2.109375,-1.803320288658142,-1.4575570821762085,-1.1735382080078125,-1.0151503086090088,-0.816650390625,-0.6448262333869934,-0.49273908138275146
high_school_world_history,"This question refers to the following information.
""When the gods fashioned Gilgamesh*, to him they gave a perfect form. The glorious sun Shamash bestowed upon him glory; Adad the terrible god of storms bestowed upon him courage. The great gods perfected his magnificence beyond all others, terrible like the great wild bull. Two thirds god they made him; one third man they made him.
Of Uruk, its great rampart he built, and the wall of the sacred Eanna temple, the holy sanctuary. Behold the outer walls which gleam with the brilliance of copper; see the inner wall which none might rival. Touch the threshold stone—it is from ancient days. Goest thou into the Eanna temple, yea, the dwelling place of Ishtar, the like of which no subsequent king or living man might equal. Ascend and walk about on the wall of Uruk, inspect the corner-stone, and examine its brick-work, whether its wall is not made of burned brick, and its foundation laid by the Seven Sages. One third for city, one third for garden, one third for field, and a precinct for the temple of Ishtar. These parts and the precinct comprise Uruk.""
The Epic of Gilgamesh, ca. 2100 B.C.E.
*Gilgamesh was a king of Uruk.
Which of the following statements about ancient cities is most supported by the discussion of Uruk in the second paragraph?",Ancient cities lacked effective fortifications against attack.,Ancient cities featured areas for worshipping their patron deities.,Ancient cities commonly decorated their temples in modest ways.,Ancient cities featured areas for training their armies.,1,B,ok,,,AP World History Practice Question 112,-2.7209956645965576,-0.003960692379325411,-9.726041793823242,-7.914583206176758,-6.583680629730225,-5.611979007720947,-4.8667216300964355,-4.287120342254639,-3.8093342781066895,-3.392148494720459,-3.031007766723633,-2.720801830291748,-3.0026042461395264,-2.1212239265441895,-1.5141384601593018,-1.1256686449050903,-0.8664253950119019,-0.6777459979057312,-0.528492271900177,-0.40078026056289673,-0.2876432538032532,-0.17219240963459015
prehistory,During which time frame is there evidence for anatomically modern Homo sapiens?,"800,000 to 10,000 years ago","800,000 years ago to present","400,000 years ago to present","200,000 to present",3,D,ok,,,https://global.oup.com/us/companion.websites/9780190275853/resources/ch5/quiz/,-2.6461870670318604,-0.034366065805608574,-8.5,-6.796875,-5.8046875,-5.278124809265137,-4.5089287757873535,-4.1884765625,-3.9192707538604736,-3.36328125,-3.0874431133270264,-2.648036479949951,-1.9140625,-1.68359375,-1.375,-1.2625000476837158,-1.0669642686843872,-0.92901611328125,-0.8203396201133728,-0.6407359838485718,-0.5672404170036316,-0.4241245687007904
clinical_knowledge,Lactate and hydrogen ions leave the muscle:,via a cotransport mechanism with carnosine.,via an active transport mechanism.,via a protein transporter molecule.,by simple diffusion.,2,C,ok,,same question source as college_medicine,https://global.oup.com/uk/orc/biosciences/biochem/gleeson2e/01student/mcqs/ch06/?view=Standard,-3.465853691101074,-0.06795791551178577,-7.25,-7.25,-6.59375,-6.375,-5.859375,-5.371874809265137,-4.830729007720947,-4.2723212242126465,-3.84619140625,-3.463975667953491,-1.90625,-1.90625,-1.84765625,-1.1858724355697632,-0.853271484375,-0.613476574420929,-0.4519856870174408,-0.3109653890132904,-0.1968994140625,-0.0999348983168602
conceptual_physics,When the color yellow is seen on your TV screen the phosphors being activated on the screen are,mainly yellow.,blue and red.,green and yellow.,red and green.,3,D,ok,,,https://www.bartleby.com/solution-answer/chapter-28-problem-27a-conceptual-physics-the-high-school-physics-program-9th-edition/9780133647495/on-a-tv-screen-what-dots-are-activated-to-produce-yellow-magenta-white/67fe671d-305f-42a9-8709-21cc9fa0e20b,-3.3084354400634766,-0.04187892962105667,-8.375,-7.09375,-6.462500095367432,-5.982142925262451,-5.46875,-5.206250190734863,-4.766927242279053,-4.1689453125,-3.6884765625,-3.3058269023895264,-3.296875,-2.0807292461395264,-1.4773437976837158,-1.1089564561843872,-0.8564995527267456,-0.748583972454071,-0.5705159306526184,-0.4258161187171936,-0.313262939453125,-0.2179090678691864
human_aging,Continued stress is damaging to health and longevity because it leads to,Over exercising which causes physical damage,Suppression of the immune system,"Less eating and, in many cases, severe eating disorders",Risky behaviors such as speeding and not using a seat belt,1,B,ok,,,https://s3-eu-west-1.amazonaws.com/s3-euw1-ap-pe-ws4-cws-documents.ri-prod/9780205544011/Chapter%205%20Multiple%20Choice.doc,-3.481220245361328,-0.05045246732407722,-9.3125,-7.59375,-6.895833492279053,-6.296875,-5.453125,-5.15625,-4.833984375,-4.49131965637207,-4.111328125,-3.4801228046417236,-1.7109375,-1.55078125,-1.2278646230697632,-1.03271484375,-0.7688801884651184,-0.6703404188156128,-0.5694580078125,-0.4866536557674408,-0.41923826932907104,-0.2406412810087204
college_mathematics,(1+i)^10 =,1,i,32,32i,3,D,ok,,,Expert,-3.33819317817688,-0.1854551765653822,-12.25,-12.25,-12.25,-7.4375,-5.575520992279053,-5.575520992279053,-4.609375,-4.609375,-3.867968797683716,-3.3411457538604736,-12.0,-12.0,-12.0,-6.06689453125,-3.9176433086395264,-3.9176433086395264,-2.763427734375,-2.763427734375,-2.0576171875,-1.5812174081802368
high_school_macroeconomics,Which of the following will have an effect on GDP?,You lose $50 betting with a friend.,You fix your brother's car without buying any new parts.,Your father's firm makes computers and exports them to China.,You buy 1000 shares of stock in a corporation.,2,C,ok,2,,https://www.crackap.com/ap/macroeconomics/question-116.html,-2.5606417655944824,-0.04414899595852556,-8.75,-7.609375,-6.229166507720947,-5.44921875,-4.682812690734863,-4.165364742279053,-3.6484375,-3.19903564453125,-2.8470051288604736,-2.563854932785034,-2.078125,-1.46484375,-1.2109375,-0.8800048828125,-0.674511730670929,-0.5248209834098816,-0.3817661702632904,-0.24468994140625,-0.0673285573720932,0.07924804836511612
