question,loss,zlib,mink_0.1,mink_0.2,mink_0.3,mink_0.4,mink_0.5,mink_0.6,mink_0.7,mink_0.8,mink_0.9,mink_1.0,minkpp_0.1,minkpp_0.2,minkpp_0.3,minkpp_0.4,minkpp_0.5,minkpp_0.6,minkpp_0.7,minkpp_0.8,minkpp_0.9,minkpp_1.0
How does the coupling between stochastic groundwater recharge variability and non-linear unsaturated flow dynamics influence emergent scaling laws of river discharge spectra across humid and arid catchments?,-3.375305414199829,-0.02296126132108727,-10.104166984558105,-9.067708015441895,-7.784722328186035,-6.899739742279053,-5.9736328125,-5.3005757331848145,-4.7492899894714355,-4.283437728881836,-3.855311870574951,-3.3741226196289062,-3.6041667461395264,-2.5533854961395264,-1.9574652910232544,-1.59912109375,-1.2458419799804688,-1.042564034461975,-0.8671042919158936,-0.7097705006599426,-0.5602024793624878,-0.3911781311035156
How does epigenetic inheritance interact with fluctuating selective pressures to shape the rate and direction of adaptive phenotypic diversification in rapidly changing microhabitats across multiple generations?,-2.5899834632873535,-0.017739612762242146,-8.666666984558105,-7.697916507720947,-6.643750190734863,-5.669471263885498,-4.787224292755127,-4.242383003234863,-3.7683424949645996,-3.2572519779205322,-2.932302951812744,-2.5873260498046875,-5.28125,-3.5963542461395264,-2.6460938453674316,-2.138552188873291,-1.6275670528411865,-1.3672454357147217,-1.1595697402954102,-0.9354813098907471,-0.788482666015625,-0.614722728729248
What are the mechanistic implications of incorporating explicit solvent polarizability and quantum‑derived charge transfer pathways into hybrid QM/MM molecular dynamics simulations for predicting catalytic turnover frequencies of metalloenzymes that undergo large‑scale conformational gating?,-2.6542809009552,-0.012822613048092754,-8.84375,-7.14930534362793,-6.0714287757873535,-5.443576335906982,-4.8254075050354,-4.271484375,-3.859375,-3.3659470081329346,-2.969601631164551,-2.654181957244873,-3.27734375,-2.3216145038604736,-1.6565988063812256,-1.3105062246322632,-1.02067232131958,-0.8172389268875122,-0.6923179626464844,-0.5564789772033691,-0.422151118516922,-0.29188570380210876
"Considering the nonlinear feedbacks between Arctic permafrost carbon release, methane oxidation rates, and atmospheric radiative forcing, how can integrated Earth system models be calibrated to predict the threshold temperature at which permafrost thaw accelerates global warming beyond 2 °C?",-2.3184986114501953,-0.011477715898268294,-7.893750190734863,-6.412499904632568,-5.367708206176758,-4.664843559265137,-4.134687423706055,-3.7239582538604736,-3.3214285373687744,-2.9493408203125,-2.6259820461273193,-2.317042827606201,-1.756250023841858,-1.333593726158142,-0.9935547113418579,-0.7677718997001648,-0.6101843118667603,-0.49058330059051514,-0.38406023383140564,-0.28956833481788635,-0.19923435151576996,-0.08235138654708862
How does epigenetic inheritance interact with fluctuating selective pressures to shape the rate of adaptive trait fixation in sexually reproducing populations experiencing periodic environmental extremes?,-2.9854068756103516,-0.02102399208176304,-9.6875,-8.3125,-7.2890625,-6.53125,-5.6339287757873535,-4.888327121734619,-4.251953125,-3.7470703125,-3.327617883682251,-2.9839162826538086,-6.109375,-3.784374952316284,-2.8349609375,-2.2136952877044678,-1.713836669921875,-1.3661283254623413,-1.1115020513534546,-0.9178652763366699,-0.7496830821037292,-0.5876738429069519
"What are the mechanistic pathways by which heterogeneous aerosol surface chemistry modulates heterogeneous ice nucleation rates under mixed-phase cloud conditions, and how do these pathways feedback on atmospheric radiative forcing?",-2.7153100967407227,-0.017077421992080018,-11.875,-8.75,-7.286931991577148,-6.3448662757873535,-5.24131965637207,-4.444424629211426,-3.974921941757202,-3.456172466278076,-3.043405294418335,-2.7145988941192627,-4.088541507720947,-2.671875,-1.9240056276321411,-1.5299813747406006,-1.1727057695388794,-0.9184930920600891,-0.7685863971710205,-0.5988622307777405,-0.46164217591285706,-0.32220789790153503
"In what ways do epigenetic modifications, transposable element insertions, and three‑dimensional chromatin architecture co‑evolve to modulate gene regulatory networks during rapid adaptive radiations in polyploid vertebrate lineages?",-2.3353617191314697,-0.01373742187724394,-8.8046875,-7.017361164093018,-6.105769157409668,-5.113715171813965,-4.3644700050354,-3.8700809478759766,-3.32501220703125,-2.975043296813965,-2.622082233428955,-2.33707332611084,-3.9375,-2.839409828186035,-2.138822078704834,-1.5809359550476074,-1.2348997592926025,-1.0369234085083008,-0.8301043510437012,-0.6977229714393616,-0.5610437393188477,-0.42499276995658875
How can multi-omics time‑resolved perturbation data be integrated with stochastic differential equation models to infer causal regulatory network dynamics and predict emergent phenotypic bifurcations under varying environmental stressors?,-2.4914586544036865,-0.014569933651483546,-8.1953125,-6.82421875,-5.647135257720947,-4.859375,-4.258593559265137,-3.8095703125,-3.443638324737549,-3.100341796875,-2.767808675765991,-2.49102783203125,-3.45703125,-2.5615234375,-1.9915364980697632,-1.5627975463867188,-1.2442748546600342,-0.9887186884880066,-0.7826014757156372,-0.6077499389648438,-0.4551527202129364,-0.31364136934280396
How does the interplay between plant functional trait diversity and soil microbial network modularity influence ecosystem resilience to simultaneous drought and nitrogen deposition across temperate grasslands?,-2.6525216102600098,-0.017922443312567635,-8.104166984558105,-7.182291507720947,-6.331597328186035,-5.337239742279053,-4.610416889190674,-4.080295085906982,-3.6607143878936768,-3.2843425273895264,-2.9449145793914795,-2.6526856422424316,-2.4635417461395264,-1.8450521230697632,-1.3107095956802368,-0.9826304316520691,-0.7446981072425842,-0.5719706416130066,-0.4255283772945404,-0.29535165429115295,-0.17804406583309174,-0.06544800102710724
How does the interplay between epigenetic DNA methylation patterns and three-dimensional chromatin looping influence allele-specific expression of imprinted genes during early embryogenesis in mammals?,-2.0538127422332764,-0.013877113123197813,-7.6875,-6.911458492279053,-5.670138835906982,-4.495192527770996,-3.876953125,-3.3924753665924072,-2.9069292545318604,-2.595721960067749,-2.3354828357696533,-2.055168390274048,-2.15625,-1.89453125,-1.5444878339767456,-1.130446195602417,-0.9038581848144531,-0.7245997190475464,-0.53531813621521,-0.40984871983528137,-0.3025260269641876,-0.16819994151592255
