question,loss,zlib,mink_0.1,mink_0.2,mink_0.3,mink_0.4,mink_0.5,mink_0.6,mink_0.7,mink_0.8,mink_0.9,mink_1.0,minkpp_0.1,minkpp_0.2,minkpp_0.3,minkpp_0.4,minkpp_0.5,minkpp_0.6,minkpp_0.7,minkpp_0.8,minkpp_0.9,minkpp_1.0
 Жер асты суларының стохастикалық қайта зарядталуының өзгергіштігі мен сызықтық емес қанықпаған ағын динамикасы арасындағы байланыс ылғалды және құрғақ су жиналатын алқаптардағы өзен ағындысының спектрлерінің пайда болатын масштабтау заңдарына қалай әсер етеді?,-2.2630958557128906,-0.00853998436118072,-7.953125,-6.4375,-5.639616966247559,-4.885044574737549,-4.202240467071533,-3.689298152923584,-3.2069520950317383,-2.850475549697876,-2.5239570140838623,-2.262403964996338,-2.96875,-2.088169574737549,-1.4824159145355225,-1.082988977432251,-0.8356829881668091,-0.6700952649116516,-0.5163533091545105,-0.3988698422908783,-0.2825368642807007,-0.1638154834508896
 Эпигенетикалық мұрагерлік бірнеше ұрпақ бойы тез өзгеретін микротіршілік ету орталарында бейімделгіш фенотиптік диверсификация жылдамдығы мен бағытын қалыптастыру үшін ауытқып тұратын селективті қысыммен қалай өзара әрекеттеседі?,-1.9663630723953247,-0.007803028065060813,-7.34375,-5.985937595367432,-5.026041507720947,-4.335156440734863,-3.7562499046325684,-3.2230794429779053,-2.796665668487549,-2.456045627593994,-2.1849567890167236,-1.9666945934295654,-2.3375000953674316,-1.6671874523162842,-1.2473958730697632,-0.933544933795929,-0.7314843535423279,-0.5841959714889526,-0.46678292751312256,-0.36353760957717896,-0.26711153984069824,-0.15950195491313934
 Ірі көлемді конформациялық қақпалаудан өтетін металлоферменттердің каталитикалық айналым жиіліктерін болжау үшін гибридті QM/MM молекулалық динамикасын модельдеуге айқын еріткіш поляризациясын және кванттық заряд тасымалдау жолдарын енгізудің механистік салдары қандай?,-2.4081199169158936,-0.008419999709496131,-8.734375,-7.315625190734863,-6.243447780609131,-5.380716323852539,-4.581130027770996,-3.9548890590667725,-3.4560954570770264,-3.012936592102051,-2.6917002201080322,-2.4073753356933594,-3.651562452316284,-2.6519532203674316,-1.984942078590393,-1.5640839338302612,-1.2252144813537598,-1.0087215900421143,-0.8392974138259888,-0.6834257245063782,-0.5587587952613831,-0.423299640417099
"Арктиканың мәңгілік мұз қабатындағы көміртектің бөлінуі, метанның тотығу жылдамдығы және атмосфералық радиациялық күш арасындағы сызықтық емес кері байланысты ескере отырып, мәңгілік мұздың еруі жаһандық жылынуды 2°C-тан асатын шекті температураны болжау үшін интеграцияланған Жер жүйесінің модельдерін қалай калибрлеуге болады?",-1.7816575765609741,-0.005302552311193375,-7.51682710647583,-6.072338104248047,-5.042187690734863,-4.125433921813965,-3.458467483520508,-2.9618778228759766,-2.544130325317383,-2.2425718307495117,-1.9859271049499512,-1.7814934253692627,-2.480168342590332,-1.6176215410232544,-1.1587035655975342,-0.8525367975234985,-0.6655865907669067,-0.5360378623008728,-0.4228734076023102,-0.32762882113456726,-0.2345280945301056,-0.14185377955436707
 Эпигенетикалық мұрагерлік периодты қоршаған ортаның экстремалды жағдайларын бастан кешіретін жыныстық жолмен көбеюші популяцияларда бейімделгіш белгілердің бекітілу жылдамдығын қалыптастыру үшін ауытқып тұратын селективті қысыммен қалай өзара әрекеттеседі?,-1.6562395095825195,-0.005936342328252758,-6.599431991577148,-5.282670497894287,-4.375,-3.733309745788574,-3.174076795578003,-2.7236328125,-2.3561346530914307,-2.0671608448028564,-1.8393535614013672,-1.6557012796401978,-2.0511362552642822,-1.3944424390792847,-0.9684651494026184,-0.7096474170684814,-0.542797863483429,-0.4228719174861908,-0.3269122242927551,-0.24618668854236603,-0.1648356169462204,-0.07225120067596436
 Әртүрлі фазалы бұлт жағдайында гетерогенді аэрозоль бетінің химиясы гетерогенді мұздың ядролану жылдамдығын модуляциялайтын қандай механистік жолдар бар және бұл жолдар атмосфералық радиациялық күшке қалай кері байланыс береді?,-2.031694173812866,-0.008430266281381188,-7.75,-6.44618034362793,-5.426339149475098,-4.680320739746094,-3.9197142124176025,-3.360805034637451,-2.9239633083343506,-2.5454719066619873,-2.273667097091675,-2.031787633895874,-3.3532986640930176,-2.180772542953491,-1.51104736328125,-1.1352143287658691,-0.878662109375,-0.7100611925125122,-0.5689265131950378,-0.43999674916267395,-0.342770516872406,-0.23777998983860016
" Полиплоидты омыртқалылардың тұқым қуалауындағы жылдам бейімделгіш сәулелену кезінде эпигенетикалық модификациялар, транспозицияланатын элементтерді енгізу және үш өлшемді хроматин архитектурасы гендік реттеуші желілерді модуляциялау үшін қандай жолдармен бірге дамиды?",-2.125066041946411,-0.007228115788933371,-8.425000190734863,-6.901785850524902,-5.895665168762207,-4.9112725257873535,-4.110922813415527,-3.526599645614624,-3.0310189723968506,-2.678760290145874,-2.370460271835327,-2.1246159076690674,-2.960156202316284,-2.1294643878936768,-1.618699550628662,-1.2371187210083008,-0.969231367111206,-0.7966986894607544,-0.6433253884315491,-0.5234215259552002,-0.40806564688682556,-0.28829437494277954
Әртүрлі қоршаған орта стрессорлары кезінде себеп-салдарлық реттеуші желі динамикасын анықтау және пайда болатын фенотиптік бифуркацияларды болжау үшін мультиомикалы уақыт бойынша шешілген пертурбация деректерін стохастикалық дифференциалдық теңдеу модельдерімен қалай біріктіруге болады?,-1.9070405960083008,-0.006356801986694336,-9.102272987365723,-7.316761493682861,-5.812973499298096,-4.630468845367432,-3.8009207248687744,-3.2037153244018555,-2.724748373031616,-2.3943843841552734,-2.134380340576172,-1.9077205657958984,-3.510653495788574,-2.2230112552642822,-1.5660732984542847,-1.137014389038086,-0.8987579345703125,-0.7285866737365723,-0.5864180326461792,-0.4725572466850281,-0.37029001116752625,-0.24029378592967987
 Өсімдіктердің функционалдық белгілерінің әртүрлілігі мен топырақтың микробтық желісінің модульділігі арасындағы өзара әрекеттесу экожүйенің қоңыржай жайылымдарда бір мезгілде құрғақшылық пен азоттың жиналуына төзімділігіне қалай әсер етеді?,-1.650055170059204,-0.006273974030643362,-7.809374809265137,-5.877976417541504,-4.72119140625,-3.8328487873077393,-3.1850404739379883,-2.746124267578125,-2.365891933441162,-2.069809913635254,-1.8366856575012207,-1.64961576461792,-2.8578124046325684,-1.7341890335083008,-1.18218994140625,-0.8685813546180725,-0.6682377457618713,-0.5342388153076172,-0.4145556688308716,-0.31352055072784424,-0.22217173874378204,-0.12709666788578033
 Эпигенетикалық ДНҚ метилдену үлгілері мен үш өлшемді хроматин циклінің өзара әрекеттесуі сүтқоректілерде ерте эмбриогенез кезінде басылған гендердің аллельге тән экспрессиясына қалай әсер етеді?,-1.7052381038665771,-0.0075120621315708245,-7.67578125,-5.983455657958984,-4.888221263885498,-4.0625,-3.341524362564087,-2.817119836807251,-2.4620118141174316,-2.147782802581787,-1.9009579420089722,-1.7043070793151855,-2.83203125,-1.7144991159439087,-1.1200491189956665,-0.8430301547050476,-0.6423041820526123,-0.49250558018684387,-0.38481342792510986,-0.2824804186820984,-0.19071686267852783,-0.08725010603666306
