id,domain,subject,question,choice_A,choice_B,choice_C,choice_D,answer,instruction,split,loss,zlib,mink_0.1,mink_0.2,mink_0.3,mink_0.4,mink_0.5,mink_0.6,mink_0.7,mink_0.8,mink_0.9,mink_1.0,minkpp_0.1,minkpp_0.2,minkpp_0.3,minkpp_0.4,minkpp_0.5,minkpp_0.6,minkpp_0.7,minkpp_0.8,minkpp_0.9,minkpp_1.0
10982,professional_law,Право,"Студент колледжа возбудил уголовное дело против своего бывшего соседа по комнате, утверждая, что бывший сосед по комнате пробрался в его дом и забрал из него ультрасовременное оборудование для домашнего кинотеатра. Студент колледжа взял документы с жалобой, которые были одобрены прокуратурой, и подал их в мировой суд. Однако продолжающееся полицейское расследование позже установило, что студент колледжа был мстительным человеком, не прочь сочинять истории, и что он и бывший сосед по комнате спорили по нескольким связанным с этим вопросам. Они также установили, что у него никогда не было качественного звукового или видеооборудования. Полиция прекратила уголовное преследование, и уголовное дело было прекращено на предварительном слушании. Когда бывший сосед по комнате подал гражданский иск против студента колледжа, обвиняя его в совершении правонарушения, связанного со злонамеренным преследованием, будут ли приемлемы доказательства недобросовестной репутации студента и почему?","Да, потому что нечестность в любое время в прошлом всегда имеет отношение к жалобе на злонамеренное судебное преследование.","Да, потому что, несмотря на то, что доказательства характера являются слишком второстепенными, чтобы их можно было принять за косвенные доказательства, они допустимы, если они непосредственно рассматриваются в деле.","Да, потому что доказательства репутации, как и большинство свидетельств о персонаже, практически всегда допустимы.","Да, потому что, хотя большинство свидетельств о характере недопустимы, некоторые из них допустимы, а доказательства репутации всегда допустимы.",B,"Ниже приведен вопрос на определенную профессиональную тематику {subject} и даны варианты ответа A, B, C, D. Гарантируется, что только один из ответов правильный.
Правильно ответьте на вопрос, выбрав букву A, B, C или D:
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test,-2.0146989822387695,-0.0029541040795289875,-8.266926765441895,-6.774739742279053,-5.622395992279053,-4.669620037078857,-3.951284885406494,-3.3592066764831543,-2.8766860961914062,-2.5228395462036133,-2.2455954551696777,-2.0145671367645264,-1.7994791269302368,-1.2273763418197632,-0.8467445373535156,-0.6195008754730225,-0.48193585872650146,-0.3802012503147125,-0.28870221972465515,-0.20550741255283356,-0.12361705303192139,-0.026328129693865776
4221,high_school_mathematics,Математика,"Чему равна сумма всех положительных целых значений $n$, таких что $n ^ 2$ является делителем $1200$?",42,12,36,39,A,"Задание содержит вопрос по теме {subject} и 4 варианта ответа A, B, C, D, из которых только один правильный. Выберите букву правильного ответа:
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test,-1.7231101989746094,-0.012669927933636834,-5.989583492279053,-4.2890625,-3.59375,-3.203125,-2.83984375,-2.6233551502227783,-2.419389247894287,-2.187304735183716,-1.9659773111343384,-1.72235107421875,-2.30859375,-1.2815755605697632,-0.8629031777381897,-0.6331087946891785,-0.41257572174072266,-0.29171672463417053,-0.17061614990234375,-0.06607971340417862,0.033634185791015625,0.16346311569213867
725,clinical_knowledge,Медицина,"Какие из перечисленных признаков указывают на то, что пульсация на шее является артериальной?",Подрагивающая мочка уха,Положительный печёночно-яремный рефлюкс,Отсутствие изменений при смене позы,Давление в основании шеи уменьшает импульс,C,"Дан вопрос по теме {subject}: {text}. Варианты ответа:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Определи, какой вариант ответа правильный. Напиши только букву этого ответа: A, B, C, D. Ответ:",test,-2.0994014739990234,-0.01666191646030971,-8.46875,-6.7265625,-5.861979007720947,-4.769965171813965,-4.098721504211426,-3.599158763885498,-3.00604248046875,-2.682018756866455,-2.414206027984619,-2.0993094444274902,-1.64453125,-1.11328125,-0.7342122197151184,-0.4702419638633728,-0.36996182799339294,-0.27052658796310425,-0.1474151611328125,-0.0774332657456398,-0.0036743164528161287,0.13420304656028748
11096,professional_law,Право,"Пациентка одной из федеральных больниц сообщила, что мужчина-медик совершил над ней сексуальное насилие. Мужчина был арестован. На суде обвинение представило доказательства того, что мужчина был осужден за два предыдущих сексуальных нападения на двух других женщин, оба случая произошли примерно двумя годами ранее. Обвинения и образ действий мужчины в этих делах были практически идентичны данному делу. Адвокат защиты возразил против этих доказательств на том основании, что их предвзятость перевешивает их доказательную ценность. Основываясь на федеральных правилах доказывания, какое решение, скорее всего, примет суд по этому вопросу?",Доказательство является слишком предвзятым и должно быть исключено.,"Доказательство недопустимо, поскольку не имеет отношения к предъявленным обвинениям и обладает низкой доказательной силой.","Доказательство допустимо, поскольку государственная политика благоприятствует задержанию и преследованию сексуальных хищников.","Доказательство допустимо из-за фактического сходства с настоящим обвинением, что придает им большую доказательную силу.",D,"Реши задачу по теме {subject}
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test,-1.958516001701355,-0.003832712332096585,-7.585416793823242,-6.176041603088379,-5.259375095367432,-4.495442867279053,-3.7732832431793213,-3.232400417327881,-2.80029296875,-2.4588623046875,-2.1885221004486084,-1.9581513404846191,-1.9166666269302368,-1.1693847179412842,-0.7833421230316162,-0.5740402340888977,-0.4309214651584625,-0.3255927264690399,-0.23442135751247406,-0.15528982877731323,-0.0794249176979065,0.011994813568890095
1736,conceptual_physics,Физика,"Работа, совершенная над 100-килограммовым ящиком, который поднимается на 2 м за 4 секунды, равна",200 Дж,500 Дж,800 Дж,2000 Дж,D,"Реши задачу по теме {subject}
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test,-1.7414352893829346,-0.01339565607217642,-6.114583492279053,-5.265625,-4.307812690734863,-3.772235631942749,-3.2003676891326904,-2.8490233421325684,-2.5323538780212402,-2.182508707046509,-1.9710123538970947,-1.7400423288345337,-1.7395833730697632,-1.119140625,-0.640429675579071,-0.4586087763309479,-0.2978515625,-0.20258788764476776,-0.11502207815647125,-0.022171584889292717,0.03798828274011612,0.13060086965560913
7216,marketing,Бизнес,"База данных информации, которая поддерживается редакторами-людьми и содержит списки веб-сайтов по категориям и подкатегориям с категоризацией, известна как:",Поисковый каталог.,Автоматическое распознавание голоса (AVR).,Приложения.,Поисковая оптимизация.,A,"Реши задачу по теме {subject}
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test,-2.713203191757202,-0.016344597540706038,-8.1015625,-7.25,-6.546875,-5.822265625,-5.0703125,-4.456705570220947,-3.8705008029937744,-3.390742301940918,-3.014857769012451,-2.713566541671753,-3.724609375,-2.26416015625,-1.6155599355697632,-1.2223701477050781,-0.9673614501953125,-0.7913640141487122,-0.6506195068359375,-0.5241870880126953,-0.3931359052658081,-0.2617324888706207
7496,miscellaneous,Общие факты,Примерно сколько фильмов смотрят дома в США за год?,200000000,2000000000,20000000000,200000000000,C,"Реши задачу по теме {subject}
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test,-3.344390869140625,-0.04128877616222994,-8.875,-7.71875,-6.854166507720947,-6.2890625,-5.377604007720947,-4.984375,-4.59765625,-4.208333492279053,-3.889843702316284,-3.3434245586395264,-1.2421875,-1.11328125,-1.0013021230697632,-0.79150390625,-0.4620768129825592,-0.3497488796710968,-0.2652587890625,-0.1719835102558136,-0.09384765475988388,0.049072265625
6727,logical_fallacies,Логика,"Какое из следующих заблуждений возникает, когда кто-то делает вывод, что человек не мог сделать что-то хорошее, потому что у него есть отрицательные качества?",Восхваление личности,Вина по ассоциации,Порицаемая личность,Круговое рассуждение,C,"Вопрос:
{text}. Варианты ответа:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Используй знания по теме {subject} и выбери правильный ответ. Выведи только одну букву. Ответ:",test,-2.1212494373321533,-0.012052553621205416,-9.21875,-7.2276787757873535,-5.759943008422852,-5.010044574737549,-4.17469596862793,-3.538529872894287,-3.130605459213257,-2.704585552215576,-2.37699294090271,-2.120020627975464,-3.078125,-1.7458146810531616,-1.1656272411346436,-0.9070259928703308,-0.6915079951286316,-0.5312000513076782,-0.4362841844558716,-0.3102395832538605,-0.20303252339363098,-0.08469370007514954
191,anatomy,Биология,На каких поверхностях зубов чаще всего скапливается зубной налет во рту пациента с плохой гигиеной полости рта?,Небные поверхности верхних коренных зубов и язычные поверхности нижних резцов.,Щечные поверхности верхних коренных зубов и язычные поверхности нижних резцов.,Небные поверхности верхних коренных зубов и губные поверхности нижних резцов.,Щечные поверхности верхних коренных зубов и губные поверхности нижних резцов.,B,"Задание содержит вопрос по теме {subject} и 4 варианта ответа A, B, C, D, из которых только один правильный. Выберите букву правильного ответа:
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test,-2.5809431076049805,-0.01897752285003662,-10.5625,-8.5,-7.2879462242126465,-5.946875095367432,-5.158854007720947,-4.254948139190674,-3.7880284786224365,-3.2240538597106934,-2.9316627979278564,-2.5798633098602295,-4.0625,-2.3589844703674316,-1.7031947374343872,-1.1875884532928467,-0.9826583862304688,-0.7665628790855408,-0.6587434411048889,-0.5283401608467102,-0.4457744359970093,-0.3293127417564392
2057,elementary_mathematics,Математика,"Используйте приведенное ниже выражение, чтобы ответить на вопрос. 3 × [(2 × 6 – 5) + (8 ÷ 4)] – 1 Каково значение выражения?",9,11,26,32,C,"Вопрос:
{text}. Варианты ответа:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Используй знания по теме {subject} и выбери правильный ответ. Выведи только одну букву. Ответ:",test,-2.1541318893432617,-0.013463324308395386,-8.953125,-6.83203125,-5.453125,-4.658203125,-3.950148820877075,-3.4671874046325684,-3.075565814971924,-2.7327473163604736,-2.4444217681884766,-2.1539735794067383,-4.056640625,-2.52734375,-1.7874755859375,-1.3425378799438477,-1.0007622241973877,-0.8052886724472046,-0.6503701210021973,-0.5222357511520386,-0.40528374910354614,-0.26133257150650024
